"p","pname","bdate","ddate","seats"
"P7952","mag sar paN+Di ta 02 byang chub rdo rje/","1829","1839","G3704"
"P7953","a lags rgyal po 02 blo bzang tshul khrims rnam rgyal/","1743","1784","G3705"
"P7954","a lags rgyal po 04 rdo rje rnam rgyal/","1888","1908","G3705"
"P796","ngor mkhan chen 25 sangs rgyas phun tshogs/","1649","1705","G211"
"P7964","kaH thog kun dga' 'bum pa/","1332","1381","G17"
"P7969","kaH thog grub dbang byang chub 'bum pa/","1284","1347","G17"
"P797","rmor chen kun dga' lhun grub/","1654","1726" , 
"P7970","grub mchog bsod nams bzang po/","1295","1357" , 
"P7972","kaH thog blo gros 'bum pa/","1342","1406","G17"
"P7973","dbang phyug dpal/","1332","1384","G17"
"P7978","mag sar paN+Di ta 03 bdud 'dul rdo rje/","1840","1907","G3704"
"P7979","mag sar paN+Di ta 04 pad+ma rol pa'i rdo rje/","1908","1940","G3704"
"P798","sa skya khri chen 30 ngag dbang kun dga' bkra shis/","1654","1711","G880"
"P7981","ka ring rta mgrin 03 grags chen kun dga' blo gros/","1917","1944","G3760"
"P7983","gter ston 02 mi pham dga' ba'i blo gros/","1862","1893" , 
"P7984","gter ston 02 'jigs med chos kyi nyi ma/","1862","1928" , 
"P7985","gter ston 03 'jigs med ye shes rdo rje/","1894","1933" , 
"P799","ngor mkhan chen 28 byams pa tshul khrims dpal bzang /","1675","1710","G211"
"P7997","g.yag ston sangs rgyas dpal/","1350","1414" , 
"P80","dge 'dun grub pa/","1391","1474","G226,G104,G337"
"P800","ngor mkhan chen 31 bkra shis lhun grub/","1672","1739","G211"
"P8006","mdo dri med grags pa/","1846","1886" , 
"P801","zhu chen tshul khrims rin chen/","1697","1774","G4447,G193"
"P8014","phun tshogs dbang rgyal/","1914","1983" , 
"P8016","dbang 'dud rdo rje/","1914","1994" , 
"P8019","thub bstan 'od ldan/","1910","1983" , 
"P802","ngor mkhan chen 34 dpal ldan chos skyong /","1702","1760","G211"
"P8020","phreng ring rin chen sgrol ma/","1910","2000" , 
"P8025","phag mo gru pa'i khri dpon shAkya rin chen/","1347","1426" , 
"P803","gnas gsar ba kun dga' legs pa'i 'byung gnas/","1704","1760" , 
"P8049","tshe dbang grags pa/","1882","1962" , 
"P805","sa skya khri chen 32 kun dga' blo gros/","1729","1783","G880"
"P8050","rtsi ke mchog gling 02 dkon mchog 'gyur med/","1871","1939" , 
"P806","sa skya khri chen 31 'jam mgon bsod nams rin chen/","1705","1741","G880"
"P8067","chos rgyal srong btsan sgam po/","0617","0650","G222"
"P807","sa skya khri chen 33 dbang sdud snying po/","1763","1809" , 
"P8071","dgu rong 04 gar dbang 'gro 'dul rdo rje/","1934","1952" , 
"P808","sa skya khri chen 34 pad+ma bdud 'dul dbang phyug","1792","1853","G4821,G880"
"P81","khri 05 blo gros chos skyong /","1389","1463","G337,G2355"
"P810","ngor mkhan chen 49 dpal ldan chos kyi rgyal mtshan/","1784","1854","G211"
"P811","sa skya khri chen 35 rdo rje rin chen/","1819","1867","G880"
"P812","sga ston ngag dbang legs pa/","1867","1941","G1KR2783"
"P8120","bsam gtan/","1939","2004" , 
"P8132","rdzogs chen dpon slob 02 pad+ma gsang sngags bstan 'dzin/","1731","1805","G16"
"P8135","yo ga tsA ri bla ma ngag dbang don grub/","1748","1797" , 
"P8136","the bo lung bzang nang pa 02 ngag dbang blo bzang bstan 'dzin rgya mtsho/","1750","1795","G1KR226"
"P8138","bde thang mkhan chen blo bzang tshangs dbyangs/","1659","1718","G4858"
"P8139","sngags 'chang dpal ldan mgon po/","1715","1788" , 
"P814","dbus smyon kun dga' bzang po/","1458","1532" , 
"P815","dwags po phyogs las rnam rgyal/","1456","1539" , 
"P816","'brug pa kun legs/","1455","1529","G48,G3582"
"P817","stag lung pa 'jig rten dbang phyug","1454","1532","G70"
"P820","si tu 02 bkra shis rnam rgyal/","1450","1497","G35"
"P821","karma pa 07 chos grags rgya mtsho/","1454","1506","G33"
"P822","dwags rams pa chos rgyal bstan pa/","1449","1524" , 
"P823","dpa' bo 06 gtsug lag don grub/","1701","1718","G194"
"P824","ri bo che chos rje mtsho skyes rdo rje/","1530","1590","G67,G70"
"P825","'brug chen 04 pad+ma dkar po/","1527","1592","G00AG01698,G46"
"P826","'brug pa grags pa mtha' yas/","1469","1531","G361"
"P829","zhwa dmar 09 dkon mchog dge ba'i 'byung gnas/","1733","1740","G198"
"P8297","rdzong nang sprul sku 'jam dbyangs 'jigs med chos kyi zla ba/","1894","1958","G18,G523"
"P830","rnam sras gling zhwa dmar 01 gar dbang rgya mtsho/","1735","1792","G2813"
"P8304","bla chung a pho thub bstan shes rab rgya mtsho/","1905","1975" , 
"P8306","chos dbang rgyal mtshan/","1484","1549" , 
"P8309","gter chen rdo rje dgra 'dul/","1891","1959" , 
"P8315","sheg si pe yar/","1564","1616" , 
"P8319","khri blo gros/","1974","1999" , 
"P832","stag lung pa chos kyi nyi ma/","1744","1787","G67"
"P8323","nyi dbang mgon po/","1861","1941" , 
"P8327","mgo tsha mchog sprul 01 'jam dpal bsam gtan rgya mtsho/","1791","1860" , 
"P8328","mgo tsha mchog sprul 02 lung rtogs bstan pa'i nyi ma/","1861","1919","G3953"
"P8329","mgo tsha mchog sprul 03 'jam dbyangs mkhyen rab rgya mtsho/","1920","1971","G3953"
"P833","mdo chen pa tshe dbang 'chi med mgon po/","1755","1807" , 
"P835","ri pa bag yod 04 karma kun bzang dbang phyug","1732","1819" , 
"P836","ngag dbang chos grags rgya mtsho/","1722","1768" , 
"P837","spa sgar dge bshes ngag dbang kun dga' rgya mtsho/","1702","1776" , 
"P838","karma pa 12 byang chub rdo rje/","1703","1732","G33"
"P8381","a skyong rtogs ldan blo gros rgya mtsho/","1930","2002" , 
"P8383","dpa' bo 04 gtsug lag kun tu bzang po/","1633","1649","G3429"
"P84","tA la'i bla ma 02 dge 'dun rgya mtsho/","1476","1542","G108,G104,G154"
"P840","'khrul zhig ngag dbang tshe ring /","1717","1794" , 
"P8415","khri ngag dbang lung rtogs yon tan rgya mtsho/","1811","1855","G337,G236,G126"
"P8418","dga' ldan khri blo bzang nyi ma/","1928","2008","G126"
"P842","'brug chen 07 dkar brgyud 'phrin las shing rta/","1718","1766","G46"
"P8425","bkra shis dpal brtsegs/","1359","1424","G67"
"P8428","chos rje bkra shis bla ma/","1231","1297","G67"
"P843","bde chen chos 'khor yongs 'dzin 04 'jam dpal dpa' bo/","1720","1780","G47"
"P8431","khams gsum zil gnon dgyes pa rdo rje/","1890","1939","G3217"
"P8438","dbus bla tshul bzang /","1888","1959","G3217"
"P844","'brug pa ngag dbang chos kyi rgya mtsho/","1759","1812" , 
"P8441","bco brgyad khri chen 17 byams pa rin chen mkhyen brtse dbang po/","1869","1927" , 
"P845","'bri gung che tshang 04 bstan 'dzin pad+ma'i rgyal mtshan/","1770","1826","G340"
"P846","'brug chen 08 kun gzigs chos kyi snang ba/","1768","1822","G46"
"P8464","kun dga' phrin las dbang mo/","1585","1668" , 
"P8467","'brong ngur chos rje grags pa rgyal po/","1260","1325","G3395"
"P847","mtshur phu rgyal tshab 08 chos dpal bzang po/","1766","1820","G33"
"P848","khams sprul 08 don brgyud nyi ma/","1930","1979","G50"
"P849","'brug chen 11 bstan 'dzin mkhyen rab dge legs dbang po/","1931","1960","G46"
"P850","bstan dga' rin po che/","1932","2012" , 
"P851","zur mang drung pa 11 chos kyi rgya mtsho/","1940","1987","G326"
"P8510","ma bdun pa/","1198","1265" , 
"P8523","karma bkra shis/","1728","1790","G18"
"P8527","khyab brdal lhun grub/","1304","1400" , 
"P8528","grags pa 'od zer/","1356","1409" , 
"P8543","lcags ra yang srid zla ba 'od zer/","1916","1981","G18"
"P856","zhwa lu lo tsA ba chos skyong bzang po/","1441","1527","G275"
"P8567","'jam dbyangs chos kyi rgyal mtshan/","1793","1827","G340"
"P8568","sgo lcogs dkon mchog nges don bstan 'dzin chos kyi dbang po/","1887","1940","G340"
"P8571","'jigs med chos kyi blo gros/","1890","1953","G4150"
"P8572","snubs chos sgo ye shes rdo rje/","1223","1293","G340"
"P858","kun spangs thugs rje brtson 'grus/","1243","1313","G201"
"P8583","sgrub brgyud dkon mchog bstan 'dzin sgrub brgyud chos kyi nyi ma/","1638","1698" , 
"P8585","sgrub brgyud dkon mchog thub bstan chos kyi nyi ma/","1789","1824" , 
"P8587","sgrub brgyud dkon mchog bstan 'dzin blo gsal rab rgyas/","1826","1912" , 
"P859","dpal ldan tshul khrims/","1904","1972" , 
"P861","ri pa bag yod 07 karma sgrub brgyud 'phrin las rab rgyas/","1876","1942" , 
"P862","byang chub brtson 'grus/","1817","1856" , 
"P863","'brug chen 10 mi pham chos kyi dbang po/","1884","1930","G46"
"P8638","'brong ngur chos rje dge ba'i dbang po/","1623","1697","G3395"
"P8639","'brong ngur chos rje 10 dkon mchog bstan 'dzin bzang po/","1698","1742","G3395"
"P864","'brug pa gdung sras mi pham bshad sgrub chos kyi nyin byed/","1916","1983","G46"
"P8640","'brong ngur chos rje bstan 'dzin don grub/","1743","1785","G3395"
"P8641","'brong ngur chos rje bstan 'dzin rnam grol/","1786","1831","G3395"
"P8642","'brong ngur chos rje karma b+ha dra/","1832","1881","G3395"
"P8643","'brong ngur chos rje dkon mchog bstan 'dzin/","1882","1922","G3395"
"P8644","'brong ngur chos rje bstan 'dzin 'gro 'dul/","1923","1970","G3395"
"P865","karma pa 16 rang byung rig pa'i rdo rje/","1924","1981","G3CN711,G33,G1PD110071"
"P866","a pho rin po che ye shes rang grol/","1925","1974" , 
"P8679","bya bral sangs rgyas tshe 'phel/","1917","1998" , 
"P868","dpa' bo 10 gtsug lag smra ba'i dbang phyug","1912","1991","G194"
"P8689","yid lhung 'ja' lus pa bsod nams rnam rgyal/","1881","1954" , 
"P869","bde chen chos 'khor zhabs drung 01 chos kyi mgon po/","1501","1582","G47"
"P8697","khal kha rje btsun dam pa 09 'jam dpal rnam grol chos kyi rgyal mtshan/","1932","2012","G390,G109"
"P870","'brug chen 03 'jam dbyangs chos kyi grags pa/","1478","1523","G205"
"P8709","gling sprul pad+ma lung rtogs rgya mtsho/","1852","1904" , 
"P8711","shAkya ye shes/","1147","1207","G30"
"P8717","kun mkhyen chos sku 'od zer/","1214","1292" , 
"P8729","rngog kun dga' rdo rje/","1145","1234" , 
"P873","'brug chen ngag dbang chos rgyal/","1465","1540","G348,G3582"
"P874","bde chen chos 'khor yongs 'dzin 01 ngag dbang bzang po/","1546","1615","G47"
"P8746","rkang tsha mkhan po rdo rje rab brtan/","1842","1902","G16,G3219"
"P875","khams sprul 01 karma bstan 'phel/","1569","1637","G208"
"P8750","pad+ma don grub/","1668","1744" , 
"P8753","skyo brag mi 'gyur/","1914","1974" , 
"P877","'brug chen 05 dpag bsam dbang po/","1593","1641","G46"
"P878","dung dkar sprul sku mi pham bkra shis blo gros/","1577","1636" , 
"P8783","nyi grags bla ma skal bzang dbang ldan/","1673","1757" , 
"P88","mkhas grub shangs ston/","1234","1309","G204"
"P8806","'dzam thang rdo rje slob dpon 02 ngag dbang chos kyi 'phags pa/","1808","1877","G529"
"P8807","kun dga' nges don zhabs/","1834","1906" , 
"P8810","bdag chen kun dga' bde legs bkra shis grags pa rgyal mtshan/","1549","1588" , 
"P8811","dwags po gzhon nu rdo rje/","1550","1575" , 
"P8817","kirti 02 bstan pa rin chen/","1474","1558","G1KR217"
"P882","'ja' tshon snying po/","1585","1656" , 
"P8822","kirti 03 bstan pa rab rgyas/","1564","1643","G1KR217"
"P8824","sgam po chos rje bsod nams rab brtan/","1592","1618","G197"
"P8845","rje drung 'jam dbyangs bshes gnyen/","1502","1569","G180,G180"
"P8845","rje drung 'jam dbyangs bshes gnyen/","1502","1570","G180,G180"
"P8850","ja bzi sprul sku pad+ma gar dbang gling pa/","1901","1975","G1604"
"P886","bde chen chos 'khor yongs 'dzin 02 kun dga' lhun grub/","1616","1675","G47"
"P8864","lcags ra sprul sku 04 ngag dbang phrin las bzang po/","1607","1667","G180"
"P8867","mthar phyin ba bu/","1890","1976" , 
"P8874","slob dpon dge legs rgya mtsho/","1533","1610" , 
"P8877","'dzam thang chos rje sku 'phreng 01 rgyal ba bzang po/","1419","1482","G529"
"P8878","'dzam thang tshes bcu 01 rin chen dpal/","1350","1435" , 
"P888","mkhas dbang sangs rgyas rdo rje/","1569","1645","G712"
"P8898","'dzam thang chos rje sku 'phreng 02 rgyal ba seng+ge","1509","1580","G529"
"P89","'jag chen rgyal mtshan 'bum/","1261","1334","G204"
"P8904","'dzam thang chos rje sku 'phreng 05 grags pa lhun grub grags pa/","1674","1736","G529"
"P8905","'dzam thang chos rje sku 'phreng 09 'jigs med dbang po/","1885","1958","G529"
"P8906","'dzam thang chos rje sku 'phreng 06 nges don bstan pa dar rgyas/","1753","1787" , 
"P8907","'dzam thang chos rje sku 'phreng 07 'jigs med dpal gyi seng+ge","1788","1835","G529"
"P8908","'dzam thang chos rje sku 'phreng 08 mi pham chos kyi byams pa/","1859","1883","G529"
"P891","'dzi sgar 01 bsod nams rgya mtsho/","1608","1669","G185"
"P8927","gtsang pa sku phreng 02 kun bzang 'phrin las rnam rgyal/","1740","1789" , 
"P8928","gtsang pa sku phreng 03 dkon mchog 'jigs med rnam rgyal/","1790","1837" , 
"P8929","gtsang pa sku phreng 05 'jigs med phyogs las rnam rgyal/","1874","1942" , 
"P8930","gtsang chen rdo rje slob dpon 01 ngag dbang chos 'phel/","1788","1865","G529"
"P8931","gtsang chen rdo rje slob dpon 03 kun dga' dpal ldan/","1829","1891" , 
"P8932","gtsang chen rdo rje slob dpon 04 ngag dbang chos 'byor rgya mtsho/","1846","1910" , 
"P8933","gtsang chen rdo rje slob dpon 05 kun dga' mkhas grub dbang phyug","1862","1914" , 
"P8934","gtsang chen rdo rje slob dpon 06 ngag dbang bstan pa gsal byed/","1878","1953" , 
"P8935","gtsang chen rdo rje slob dpon 07 ngag dbang rdo rje bzang po/","1893","1948" , 
"P8936","gtsang chen rdo rje slob dpon 08 ngag dbang dkon mchog bstan pa dar rgyas/","1900","1966" , 
"P8937","se sprul ngag dbang kun dga' phun tshogs/","1896","1957","G1KR166"
"P8948","lha rtse gdan sa pa ngag dbang bsod nams bzang po/","1875","1945" , 
"P8949","ke rgya bla ma bsod nams dbang phyug","1857","1935" , 
"P8950","'dzi sribs gdan sa ngag dbang rin chen bzang po/","1891","1960" , 
"P8951","bya yur bla ma mtshan bzang /","1847","1930","G4329"
"P8952","bya yur dgon gdan sa pa ngag dbang bstan pa rab rgyas/","1875","1950","G4329"
"P8955","'dzam ngos bla ma kun dga' ngag gi dbang po/","1873","1936" , 
"P8957","ngag dbang bstan 'dzin grags pa/","1860","1920" , 
"P8963","'brog dge kun dga' dpal bzang /","1629","1686","G4335"
"P8965","'brog dge kun dga' yon tan rgya mtsho/","1818","1890" , 
"P8966","spyangs lung chos sdings pa gzhon nu blo gros/","1372","1475" , 
"P8968","cha lung pa ngag dbang 'phrin las/","1657","1723","G366"
"P8969","lha rtse dgon gdan sa ba kun dga' mnyam nyid/","1859","1918" , 
"P8971","skyabs rje ngag dbang bsam gtan/","1783","1869" , 
"P8972","dme shul mu to sprul sku 04 skal bzang sbyin pa rgya mtsho/","1882","1954","G3090,G4347,G301,G162"
"P8977","mkhan po zla ba'i 'od zer/","1922","1990" , 
"P8978","phyug skal bzang lhag bsam rgya mtsho/","1918","1985","G3090"
"P898","sgam po pa bzang po rdo rje/","1636","1700","G197"
"P8980","brag dgon pa 'jam dbyangs bstan pa rgya mtsho/","1868","1941","G301,G1962,G3090"
"P8983","sgang ba rgya nag mkhan chen skal bzang bstan pa rgya mtsho/","1896","1959","G3090"
"P8LS12022","'phrin las lhun grub/","1622","1699","G109,G294"
"P8LS12049","'jigs med rgya mtsho/","1883","1945","G109"
"P8LS12053","bstan pa chos grags/","1883","1950","G109"
"P8LS12061","skal bzang thabs mkhas/","1926","1999","G109"
"P8LS12069","sa skya khri 'dzin 24 'jam dbyangs bsod nams bzang po/","1519","1621","G210"
"P8LS12070","sa skya khri 'dzin 32 dbang 'dus snying po/","1763","1809","G210"
"P8LS12078","mgon kyA chos bstan 'dzin rgya mtsho/","1778","1837","G109,G160"
"P8LS12082","co ne zhabs drung bskal bzang bstan 'dzin rgya mtsho/","1787","1865","G160"
"P8LS12083","mgon kyA mkhan chen blo bzang tshul khrims bsam gtan/","1839","1876","G1870"
"P8LS12111","phun tshogs gling zhabs drung blo bzang yon tan rgya mtsho/","1873","1892","G160"
"P8LS12171","rab brtan rgya mtsho/","1919","1990","G3090"
"P8LS12172","mi sar 'jam dbyangs ye shes bstan pa'i rgyal mtshan/","1919","1987","G162,G3090"
"P8LS12177","kun mkhyen chos grub dpal bzang po/","1414","1482","G275"
"P8LS12194","smin gling mkhan chen ngag dbang mkhyen brtse'i nor bu/","1905","1968","G14"
"P8LS12196","mkhan sprul bde mchog rdo rje/","1898","1932","G16"
"P8LS12199","rje drung mi g.yo ba gzhon nu blo gros/","1497","1564","G108,G180"
"P8LS12327","sku chen kar+ma theg mchog snying po/","1908","1960","G18"
"P8LS12335","ra rgya sprul sku blo bzang bstan pa'i rgya mtsho/","1855","1903","G301"
"P8LS12340","gyo ra sprul sku blo bzang don grub rgya mtsho/","1840","1899","G301,G162"
"P8LS12353","lA kha blo bzang bsod nams rgya mtsho/","1846","1926","G1931,G1KR2479"
"P8LS12369","lo ras tshang blo bzang dar rgyas/","1888","1958","G1931"
"P8LS12427","tre mkhan zur blo bzang dbang phyug","1901","1978","G155,G500"
"P8LS12429","don grub stobs rgyal/","1912","1983","G155"
"P8LS12438","be ri dpon slob mthu stobs rgya mtsho/","1695","1774","G301"
"P8LS12439","'jam dbyangs bshes gnyen/","1778","1846","G301"
"P8LS12474","bstan 'dzin rgya mtsho/","1770","1819" , 
"P8LS12482","blo bzang bkra shis/","1708","1744" , 
"P8LS12483","blo bzang dge legs grags pa/","1745","1807" , 
"P8LS12487","ngag dbang blo bzang mkhas grub bstan 'dzin rgya mtsho/","1884","1944" , 
"P8LS12574","blo bzang chos 'phel/","1781","1819" , 
"P8LS12590","bla ma ngag dbang /","1756","1812" , 
"P8LS12611","ngag dbang 'jam dpal rgya mtsho/","1719","1778" , 
"P8LS12615","bstan pa dar rgyas/","1812","1864" , 
"P8LS12630","grub mchog mthu stobs rgya mtsho/","1760","1814" , 
"P8LS12641","kun dga' bzang mo/","1459","1502","G412"
"P8LS12651","ngag dbang pad+ma bstan 'dzin rgya mtsho/","1813","1818" , 
"P8LS12679","ngag dbang bde legs rgya mtsho/","1764","1817" , 
"P8LS12691","blo bzang bshad sgrub bstan 'dzin rgya mtsho/","1914","1952","G162,G271,G1PD96117"
"P8LS12692","blo bzang 'jigs med bstan 'dzin rgya mtsho/","1953","1987","G1PD96117"
"P8LS12696","lcang skya 05 ye shes bstan pa'i nyi ma/","1849","1874" , 
"P8LS12701","brag g.yab che tshang 05 dpal ldan bstan pa'i rgyal mtshan/","1756","1811","G460"
"P8LS12702","blo bzang thub bstan 'jigs med chos kyi rgya mtsho/","1814","1857","G460"
"P8LS12703","mkhyen rab lung rigs mkhas btsun rgyal mtshan/","1859","1882","G460"
"P8LS12704","blo bzang mkhas grub 'jigs med bstan pa rgya mtsho/","1888","1938","G460"
"P8LS12706","rdo brag rig 'dzin chen po ngag dbang 'jam dpal mi 'gyur lhun grub rdo rje/","1719","1741","G11"
"P8LS12738","nam mkha' legs pa/","1761","1820" , 
"P8LS12837","rdo rje 'chang ye shes rgya mtsho/","1889","1968","G3090"
"P8LS12838","bka' bcu tshogs gnyis rgya mtsho/","1898","1978","G3090"
"P8LS12843","ngag dbang tshang /","1892","1956","G3090"
"P8LS12844","phyogs glang tshang /","1895","1959","G3090"
"P8LS12845","dkon mchog bstan 'dzin/","1902","1961","G3090"
"P8LS12847","rab brtan rgya mtsho/","1918","1991","G3090"
"P8LS12848","blo bzang bstan pa dar rgyas/","1923","1963","G3090"
"P8LS12849","a mchog bsod nams chos 'phel/","1734","1800","G1962"
"P8LS12850","'jam dpal sprin rgya mtsho/","1800","1846","G1962"
"P8LS12855","gca' tshang /","1919","1959","G1962"
"P8LS13124","seng tshang 02 blo bzang dam chos nyi ma/","1881","1936" , 
"P8LS13125","seng tshang 03 'jam dbyangs bstan pa'i nyi ma/","1936","1961" , 
"P8LS13149","blo bzang mkhas mchog","1719","1791","G162,G224"
"P8LS13182","zhe chen rgyal tshab pad+ma gsang sngags bstan 'dzin chos rgyal/","1760","1817","G20"
"P8LS13193","rta tshag 12 blo bzang thub bstan 'jigs med rgyal mtshan/","1924","1956","G109"
"P8LS13220","'brug pa sku chen thub bstan bshad sgrub phrin las rgya mtsho/","1906","1959","G16"
"P8LS13267","kha so sngags rams pa byams pa dam chos bzang po/","1849","1906" , 
"P8LS13268","kha so sngags rams pa 'jigs med rgya mtsho/","1907","1954" , 
"P8LS13271","sgrub brgyud dkon mchog thub bstan sgrub brgyud chos kyi nyi ma/","1763","1788" , 
"P8LS13296","stag tsha smon lam lhun grub/","1602","1682","G10MS14284"
"P8LS13297","stag tsha dngos grub mchog sbyin/","1683","1743","G10MS14284"
"P8LS13298","mkhas grub bstan 'dzin rgya mtsho/","1744","1801","G10MS14284"
"P8LS13299","stag tsha blo bzang bstan 'dzin rgya mtsho/","1802","1863","G10MS14284"
"P8LS13300","stag tsha ngag dbang blo bzang thub bstan rgya mtsho/","1864","1925","G10MS14284"
"P8LS13306","gro paN Di ta ngag dbang dge legs chos kyi rgyal mtshan/","1901","1969","G1KR235"
"P8LS13317","a myes thub bstan grags pa/","1707","1777","G4864"
"P8LS13318","gser thang mkhas grub 'phrin las/","1778","1843","G4864"
"P8LS13319","gser thang blo bzang 'jam dpal rgya mtsho/","1844","1875","G4864"
"P8LS13320","gser thang blo gros bzang po 'phrin las rgya mtsho/","1876","1945","G4864"
"P8LS13324","khya dge 'jigs med rig pa'i shes rab/","1868","1925","G298"
"P8LS13325","khya dge 'jam dbyangs blo gros rgya mtsho/","1926","1959","G298"
"P8LS13333","chas pa rgya mkhar skal bzang sangs rgyas rgya mtsho/","1933","1987","G4851"
"P8LS13340","'jam dbyangs bstan pa'i rgyal mtshan/","1930","1985","G162"
"P8LS13348","mtha' yas rgya mtsho/","1761","1789","G4698"
"P8LS13350","dkon mchog stobs ldan rgya mtsho/","1847","1899","G4698"
"P8LS13359","lha khang lung ba dge 'dun rgya mtsho/","1722","1797","G4962"
"P8LS13360","sku dbon dkon mchog 'phrin las rgya mtsho/","1801","1875","G4962"
"P8LS13365","dkon mchog 'phrin las/","1787","1869","G2749"
"P8LS13368","blo bzang phun tshogs/","1919","1963","G1KR2032"
"P8LS13374","mtshe bla ma 'jam dbyangs tshul khrims rgya mtsho/","1899","1959" , 
"P8LS13376","mur bye ri khrod blo bzang mkyen rab rgya mtsho/","1854","1936","G4848"
"P8LS13380","lA kha grub chen ngag dbang mkhas btsun snyan grags/","1683","1752","G1KR2479"
"P8LS13381","lA kha grub chen snyan grags rgya mtsho/","1753","1783","G1KR2479"
"P8LS13382","lA kha grub chen dge 'dun mthu stobs rgya mtsho/","1784","1845","G1KR2479"
"P8LS13383","lA kha grub chen blo bzang byams pa thub bstan rgya mtsho rab rgyas/","1928","1971","G1KR2479"
"P8LS13392","rnam grol 03 rnam grol 'phrin las bstan 'dzin rgya mtsho/","1931","2000","G4652"
"P8LS13400","mthong gling bstan 'dzin pad+ma 'od zer/","1859","1918" , 
"P8LS13401","mthong gling dkon mchog bstan 'dzin phrin las 'gyur med/","1923","1965" , 
"P8LS13405","lung bzang nang pa 01 blo bzang bsam gtan/","1687","1749","G1KR226"
"P8LS13406","zhabs drung gsung sprul 'jigs med bstan 'dzin/","1919","1949" , 
"P8LS13427","rig 'dzin pad+ma dbang chen/","1931","1997" , 
"P8LS13669","mnga' bdag dpal 'khor btsan/","0893","0923" , 
"P8LS13715","smyos ngag dbang chos grags/","1908","1980" , 
"P8LS1422","'brug rgyal 02 'jigs med dbang phyug","1905","1952","G3205"
"P8LS1423","'brug rgyal 03 'jigs med rdo rje dbang phyug","1928","1972","G3205"
"P8LS15285","bstan pa'i dngos grub/","1876","1935","G3388,G108"
"P8LS15286","chos kyi nyi ma/","1936","1956","G3384,G126"
"P8LS15289","khu shes rab brtson 'grus/","1075","1143" , 
"P8LS16637","sman pa phan bde rgya mtsho/","1908","1958","G1746"
"P8LS17976","bla phyag mkhan chung thub bstan bstan pa/","1915","1993" , 
"P8LS35877","dga' shar mkhan zur dge bshes rta mgrin rgya mtsho/","1926","2002","G304"
"P8LS36534","dka' bcu pa blo bzang tshe ring /","1873","1934","G2KR132"
"P8LS3681","bkras mthong cis 'jigs med/","1911","1979" , 
"P8LS3949","bshad sgra kun dga' dpal 'byor/","1760","1805" , 
"P8LS4114","lung shar rdo rje tshe rgyal/","1881","1940" , 
"P8LS4257","lcags rwa 03 ngag dbang chos 'byor bzang po/","1595","1607","G180"
"P8LS4258","lcags rwa 04 ngag dbang 'phrin las bzang po/","1607","1668","G180"
"P8LS4260","lcags rwa 07 ngag dbang chos kyi dbang phyug","1796","1860","G180"
"P8LS4261","lcags rwa 08 ngag dbang bstan pa'i 'byung gnas 'phrin las chos kyi rgyal mtshan/","1861","1901","G180"
"P8LS4262","lcags rwa 10 'jam dpal skal bzang 'jigs med chos kyi rgyal mtshan/","1934","1958","G180"
"P8LS44153","dar dgon mkhan zur rje btsun blo bzang byams pa mkhas grub rin po che/","1893","1967","G155"
"P8LS44154","mkhan po a khyung rin po che/","1918","1998" , 
"P8LS4442","sa lung pa blo bzang thub bstan/","1888","1964" , 
"P8LS66490","byang rtse mkhan zur bsod nams kun dga'","1929","1995","G77"
"P8LS66731","gdong kong thub bstan bde legs rgya mtsho/","1898","1972" , 
"P8LS67514","bya bral rin po che byams dpal 'phrin las/","1940","2012","G104"
"P8LS68061","wen tshegs/","0613","0695" , 
"P8LS73756","e li wi bzel/","1928","2016" , 
"P8LS75197","lu'u ye si/","1864","1944" , 
"P8LS75209","ser byes dge bshes 'jam dpal blo shes/","1968","2019","G155"
"P8LS75328","dga' shar lha ram pa dkon mchog tshe ring /","1933","2016","G304"
"P8LS75354","'ba' nyag rje drung karma dpal ldan chos rgyal/","1871","1942" , 
"P8LS75772","shing bza' 'jam pa'i dbyangs bshad sgrub dam chos rgya mtsho/","1898","1937" , 
"P8LS75785","khra rigs sku skye drug pa 'jam dbyangs dam chos nyi ma/","1923","1998","G2591"
"P9036","ru tsha mkhan chung mgon po bsod nams/","1869","1940" , 
"P906","'dzi sgar 02 dge legs mchog grub bstan 'dzin/","1672","1719","G185"
"P9088","sa skya gdung sras kun dga' phan bde rgya mtsho/","1766","1788","G880"
"P909","'brug chen 01 gtsang pa rgya ras ye shes rdo rje/","1161","1211","G3582,G4221"
"P910","gling ras pa pad+ma rdo rje/","1128","1188","G504"
"P9102","sa skya yab rje kun dga' rin chen/","1794","1856","G880"
"P9105","skal bzang chos kyi nyi ma/","1836","1896" , 
"P9106","dngos grub dpal 'bar/","1801","1856","G880"
"P9121","shing bzo karma bsod nams/","1879","1930" , 
"P9124","rgyal gces thub bstan kun 'phel/","1905","1963" , 
"P9126","nang rong shag rgan lags/","1898","1986" , 
"P913","'brug pa gzhon nu seng+ge","1200","1266","G3582"
"P914","'brug pa nyi ma seng+ge","1251","1287","G3582"
"P9142","kun dga' grags pa blo gros/","1888","1919","G4445"
"P9154","rtse gdong pa tshe dbang hor sog bsod nams rgyal mtshan/","1573","1590","G4446"
"P9155","rtse gdong pa ngag dbang 'jig rten dbang phyug bkra shis grags pa rgyal mtshan/","1578","1625","G4446"
"P9158","sa skya pa mthu stobs dbang phyug","1734","1757","G880"
"P9180","li'u hra'o chi/","1898","1969" , 
