Dharma_Drum_Authority_No,Main_Name,Birth,Death
A007225,陶望齡,+1562-01-01 ~ +1562-12-31,+1609-01-01 ~ +1609-12-31
A007226,玄鏡,+0560,+0602-02-01 ~ +0603-02-18
A007227,智揆,+0560,+0656
A007229,僧範,+0560,+0656
A007230,郭子章,+1543-02-08,+1618-08-07
A007234,寶安,+0560,+0656
A007235,寶巖,+0560,+0656
A007236,明馭,+0560,+0656
A007238,道生,+0560,+0656
A007239,法性,+0565,+0651
A007241,辯寂,+0560,+0656
A007243,靜凝,+0560,+0656
A007245,法揩,+0560,+0656
A007247,文彥博,+1006-01-01 ~ +1006-12-31,+1097-01-22 ~ +1098-02-09
A007250,楊行密,+0852-01-01 ~ +0852-12-31,+0905-12-29 ~ +0906-02-01
A007252,楊隆演,+0897-01-01 ~ +0897-12-31,+0920-01-29 ~ +0920-07-10
A007253,楊溥,+0900-01-01 ~ +0900-12-31,+0938-02-07 ~ +0939-01-27
A007256,趙志臯,+1524-01-01 ~ +1524-12-31,+1601-02-03 ~ +1602-01-22
A007267,吳萊,+1297-03-02 ~ +1298-02-18,+1340-02-06 ~ +1341-01-25
A007270,祁承燁,+1563-01-01 ~ +1563-12-31,+1628-01-01 ~ +1628-12-31
A007271,宋濂,+1310-01-01 ~ +1310-12-31,+1381-02-03 ~ +1382-01-22
A007272,行丕,+1329,+1421
A007273,劉承直,+1320 ~ +1368,+1370 ~ +1419
A007274,傳燈,+1554-10-04,+1628-06-22
A007277,魏濬,+1553-01-24 ~ +1554-02-11,+1625-09-21
A007279,宗亮,+0819,+0898
A007285,黃晟,+0810,+0909-06-08
A007286,錢鏵,+0853 ~ +0879,+0952
A007288,從廓,+1119-01-01 ~ +1119-12-31,+1180-02-05 ~ +1181-01-23
A007289,趙愷,+1146-01-01 ~ +1146-12-31,+1180-01-01 ~ +1180-12-31
A007291,噶瑪巴希,+1204-02-10 ~ +1205-01-28,+1283-01-01 ~ +1283-12-31
A007296,悟光,+1215-01-01 ~ +1215-12-31,+1280-02-09 ~ +1281-01-28
A007298,杜預,+0222-01-01 ~ +0222-12-31,+0284-12-25 ~ +0285-02-21
A007302,史彌遠,+1164-01-08 ~ +1165-01-07,+1233-01-08 ~ +1234-01-07
A007305,佘翹,+1567-01-01 ~ +1567-12-31,+1612-08-26 ~ +1612-09-24
A007307,沈一貫,+1531-01-01 ~ +1531-12-31,+1615-01-01 ~ +1615-12-31
A007308,傳瓶,+1555-01-01 ~ +1555-12-31,+1614-10-04
A007309,智能,+0560,+0656
A007310,劉賡,+1248-01-01 ~ +1248-12-31,+1328-10-24 ~ +1329-02-07
A007311,柯喬,+1497-01-01 ~ +1497-12-31,+1550-01-01 ~ +1550-12-31
A007314,曇良,+0536 ~ +0580,+0605 ~ +0649
A007315,王爾康,+1564-01-01 ~ +1564-12-31,+1601-11-04
A007317,智嶷,+0547,+0620
A007328,道嵩,+0560,+0656
A007332,常遇春,+1330-01-01 ~ +1330-12-31,+1369-01-01 ~ +1369-12-31
A007333,徐達,+1332-01-01 ~ +1332-12-31,+1385-03-20 ~ +1385-04-17
A007336,道顏,+0552,+0622-02-19 ~ +0623-02-07
A007337,朱鷺,+1553-01-01 ~ +1553-12-31,+1632-02-20 ~ +1633-02-07
A007338,張惣,+1619-01-01 ~ +1619-12-31,+1694-01-01 ~ +1694-12-31
A007339,鄭鄤,+1594-01-01 ~ +1594-12-31,+1639-09-23
A007340,淨辯,+0523,+0617
A007361,普安,+0530-01-01 ~ +0530-12-31,+0609-12-09
A007371,王懿修,+1736-01-01 ~ +1736-12-31,+1816-01-29 ~ +1817-02-15
A007377,大志,+0571,+0617
A007380,李密,+0582-01-01 ~ +0582-12-31,+0619-01-01 ~ +0619-12-31
A007384,嚴嵩,+1480-01-01 ~ +1480-12-31,+1567-01-01 ~ +1567-12-31
A007385,德光,+1121-01-01 ~ +1121-12-31,+1203-05-10
A007386,汪鏜,+1513-01-01 ~ +1513-12-31,+1589-01-06
A007388,玄覽,+0621-01-01 ~ +0621-12-31,+0644-02-17 ~ +0645-02-04
A007394,法曠,+0542,+0633-02-17 ~ +0634-02-06
A007399,釋會通,+0553,+0650
A007406,紹闍梨,+0559,+0673
A007408,道休,+0539,+0629-02-02 ~ +0630-02-20
A007421,法建,+0486,+0581
A007448,慧恭,+0520,+0630
A007450,法泰,+0510,+0618
A007451,高納麟,+1281-01-01 ~ +1281-12-31,+1359-02-06 ~ +1360-01-26
A007454,危素,+1295-01-01 ~ +1295-12-31,+1372-02-13 ~ +1373-01-31
A007455,慧超,+0546-01-01 ~ +0546-12-31,+0622-02-19 ~ +0623-02-07
A007456,楊勇,+0504-01-01 ~ +0603-12-31,+0604-01-01 ~ +0604-12-31
A007457,曾國藩,+1811-11-26,+1872-03-12
A007458,王公弼,+1585-01-01 ~ +1585-12-31,+1655-01-01 ~ +1655-12-31
A007459,慧顯,+0578,+0632
A007460,道積,+0556,+0627-06-22 ~ +0627-07-20
A007464,寶瓊,+0544,+0634-02-07 ~ +0635-01-26
A007466,善慧,+0587-01-01 ~ +0587-12-31,+0635-01-27 ~ +0636-02-14
A007470,法誠,+0563-01-01 ~ +0563-12-31,+0640-02-01 ~ +0641-02-18
A007483,梅堯臣,+1002-01-01 ~ +1002-12-31,+1060-01-01 ~ +1060-12-31
A007484,慧銓,+0577,+0678
A007492,遺俗,+0536,+0632
A007510,寶相,+0522,+0668
A007513,寶巖,+0556,+0632
A007516,王僧孺,+0465-01-01 ~ +0465-12-31,+0522-01-01 ~ +0522-12-31
A007518,智凱,+0536,+0632
A007519,王安石,+1022-01-01 ~ +1022-12-31,+1086-01-24 ~ +1087-02-11
A007520,李道宗,+0600-01-01 ~ +0600-12-31,+0653-01-01 ~ +0653-12-31
A007522,法琰,+0546,+0636-02-15 ~ +0637-02-03
A007523,陳獻章,+1428-01-01 ~ +1428-12-31,+1500-01-01 ~ +1500-12-31
A007524,慧常,+0564,+0614
A007526,克文,+1025-01-01 ~ +1025-12-31,+1102-12-04
A007528,沈明臣,+1518-01-01 ~ +1518-12-31,+1596-01-01 ~ +1596-12-31
A007530,懷璉,+1010-01-01 ~ +1010-12-31,+1090-02-09 ~ +1091-01-28
A007540,立身,+0569,+0617
A007543,法韻,+0570-01-01 ~ +0570-12-31,+0604-02-09 ~ +0604-08-16
A007544,法稱,+0565,+0605
A007548,馮夢禎,+1548-01-01 ~ +1548-12-31,+1595-02-09 ~ +1596-01-28
A007549,慧震,+0576-01-01 ~ +0576-12-31,+0641-02-19 ~ +0642-02-07
A007550,宋應昌,+1536-01-01 ~ +1536-12-31,+1606-01-01 ~ +1606-12-31
A007551,智通,+0553-01-01 ~ +0553-12-31,+0649-02-20 ~ +0649-07-13
A007553,張九成,+1092-01-01 ~ +1092-12-31,+1159-06-28
A007554,智興,+0588-01-01 ~ +0588-12-31,+0632-03-29 ~ +0632-04-27
A007555,黃溍,+1277-01-01 ~ +1277-12-31,+1357-01-01 ~ +1357-12-31
A007557,李攀龍,+1514-01-01 ~ +1514-12-31,+1570-01-01 ~ +1570-12-31
A007558,道紀,+0510,+0611
A007559,李言恭,+1541-01-01 ~ +1541-12-31,+1599-01-01 ~ +1599-12-31
A007560,慧胄,+0567,+0632
A007561,蔡貴易,+1538-01-01 ~ +1538-12-31,+1597-01-01 ~ +1597-12-31
A007563,德海,+1256-01-01 ~ +1256-12-31,+1327-09-24 ~ +1327-11-21
A007564,黎元洪,+1864-10-19,+1928-06-03
A007565,僧晃,+0542,+0627
A007574,普濟,+0490,+0586
A007577,周學熙,+1865-01-01 ~ +1865-12-31,+1947-09-26
A007586,龍膺,+1560-01-01 ~ +1560-12-31,+1622-01-01 ~ +1622-12-31
A007587,丁繼嗣,+1545-01-01 ~ +1545-12-31,+1623-01-01 ~ +1623-12-31
A007588,沈焜,+1871-01-01 ~ +1871-12-31,+1932
A007589,周子美,+1896-01-01 ~ +1896-12-31,+1998-01-01 ~ +1998-12-31
A007590,僧明,+0490,+0601
A007593,袁希濤,+1866-01-01 ~ +1866-12-31,+1930-01-01 ~ +1930-12-31
A007594,蘇舜欽,+1009-01-01 ~ +1009-12-31,+1049-01-13 ~ +1049-02-10
A007595,蘇轍,+1039-01-01 ~ +1039-12-31,+1112-10-30 ~ +1112-11-27
A007597,薛逢,+0806-01-01 ~ +0806-12-31,+0876
A007599,楊夔,+0851 ~ +0899,+0901 ~ +0950
A007601,慧雲,+0568,+0659
A007603,李羣玉,+0813,+0860
A007615,杜牧,+0803-01-31 ~ +0804-02-18,+0852-01-29 ~ +0853-02-15
A007624,吳襄,+1661-01-01 ~ +1661-12-31,+1735-01-24 ~ +1735-10-08
A007630,余了翁,+1873-01-01 ~ +1873-12-31,+1941-01-01 ~ +1941-12-31
A007633,如珙,+1222-02-20 ~ +1223-02-08,+1289-04-16
A007636,德明,+1244-01-01 ~ +1244-12-31,+1327-01-02 ~ +1327-01-31
A007638,湯顯祖,+1550-01-01 ~ +1550-12-31,+1616-01-01 ~ +1616-12-31
A007641,汪道昆,+1525-01-01 ~ +1525-12-31,+1593-01-01 ~ +1593-12-31
A007643,黃道周,+1585-03-09,+1646-04-20
A007646,薛三才,+1555-01-01 ~ +1555-12-31,+1619-01-01 ~ +1619-12-31
A007647,薛三省,+1558-01-01 ~ +1558-12-31,+1634-01-01 ~ +1634-12-31
A007675,蘇武,-0140-01-01 ~ -0140-12-31,-0060-01-01 ~ -0060-12-31
A007684,束皙,+0263-01-01 ~ +0263-12-31,+0302-01-01 ~ +0302-12-31
A007686,住力,+0544-01-01 ~ +0544-12-31,+0623-11-08
A007707,善權,+0561,+0608
A007712,慧達,+0524-01-01 ~ +0524-12-31,+0610-07-29 ~ +0610-08-27
A007721,德美,+0575-01-01 ~ +0575-12-31,+0637-02-04 ~ +0638-01-23
A007729,張嚴,+0732 ~ +0780,+0782 ~ +0831
A007733,杜衍,+0978-01-01 ~ +0978-12-31,+1057-02-13 ~ +1058-02-01
A007748,殷邁,+1512-01-01 ~ +1512-12-31,+1581-01-01 ~ +1581-12-31
A007750,曹貞吉,+1634-01-01 ~ +1634-12-31,+1698-01-01 ~ +1698-12-31
A007752,段祺瑞,+1865-03-06,+1936-11-02
A007760,福登,+1540-01-01 ~ +1540-12-31,+1612-02-02 ~ +1613-02-18
A007761,李邕,+0678-01-01 ~ +0678-12-31,+0747-01-01 ~ +0747-12-31
A007768,程顥,+1032-01-01 ~ +1032-12-31,+1085-02-04 ~ +1085-04-06
A007780,王元翰,+1565-10-12,+1633-08-24
A007797,性專,+1533-01-01 ~ +1533-12-31,+1605-02-18 ~ +1606-02-06
A007798,之善,+1152-01-01 ~ +1152-12-31,+1235-01-28 ~ +1236-02-15
A007799,清珙,+1272-01-01 ~ +1272-12-31,+1352-01-26 ~ +1353-02-12
A007802,涂宗瀛,+1812-01-01 ~ +1812-12-31,+1894-01-01 ~ +1894-12-31
A007814,顧養謙,+1537-01-31 ~ +1537-12-31,+1604-01-31 ~ +1604-12-31
A007816,龔勉,+1536-02-02 ~ +1537-01-21,+1607-10-21 ~ +1607-11-18
A007820,管志道,+1536-01-01 ~ +1536-12-31,+1608-01-01 ~ +1608-12-31
A007821,潘之恒,+1556-01-01 ~ +1556-12-31,+1621-01-01 ~ +1621-12-31
A007827,陳大科,+1534-01-01 ~ +1534-12-31,+1601-01-01 ~ +1601-12-31
A007831,余寅,+1519-02-10 ~ +1520-01-29,+1595-02-09 ~ +1596-01-28
A007841,性冲,+1540-12-28,+1612-01-06
A007846,際醒,+1741-11-21,+1811-01-11
A007848,道安,+1907-12-21,+1977-01-21
A007849,大醒,+1900-01-01 ~ +1900-12-31,+1952-12-13
A007850,韓上桂,+1527-01-01 ~ +1527-12-31,+1644-01-01 ~ +1644-12-31
A007851,丁福保,+1874-01-01 ~ +1874-12-31,+1952-01-01 ~ +1952-12-31
A007857,白聖,+1904-01-01 ~ +1904-12-31,+1989-04-03
A007859,姜孝維,+1869-01-01 ~ +1869-12-31,+1931-01-01 ~ +1931-12-31
A007860,法舫,+1904-01-01 ~ +1904-12-31,+1951-10-01 ~ +1951-10-31
A007861,靄亭,+1893-01-01 ~ +1893-12-31,+1947-01-01 ~ +1947-12-31
A007862,淨真,+1149,+1239-02-13 ~ +1240-02-01
A007863,蕙庭,+1897-01-01 ~ +1897-12-31,+1933-01-01 ~ +1933-12-31
A007865,常惺,+1896-01-01 ~ +1896-12-31,+1939-01-01 ~ +1939-12-31
A007866,倓虛,+1875-01-01 ~ +1875-12-31,+1963-01-01 ~ +1963-12-31
A007868,趙端明,+1179 ~ +1213,+1240 ~ +1278
A007869,高季興,+0858-01-01 ~ +0858-12-31,+0929-02-02
A007870,祖覺,+1087-01-01 ~ +1087-12-31,+1150-06-04
A007871,若訥,+1110-01-01 ~ +1110-12-31,+1191-10-27
A007872,了宣,+1102,+1201-06-19
A007873,善榮,+1107-01-01 ~ +1107-12-31,+1183-06-12
A007876,石門殊,+1227 ~ +1275,+1277 ~ +1326
A007877,雲夢澤,+1231-01-01 ~ +1231-12-31,+1297-03-02 ~ +1298-02-18
A007879,拜住,+1298-01-01 ~ +1298-12-31,+1323-09-13
A007882,無窮,+1537-01-01 ~ +1537-12-31,+1603-02-11 ~ +1604-01-30
A007883,程頤,+1033-01-01 ~ +1033-12-31,+1107-01-01 ~ +1107-12-31
A007884,一祥,+1240 ~ +1288,+1290 ~ +1339
A007885,傳,+1241 ~ +1289,+1291 ~ +1340
A007887,張載,+1020-01-01 ~ +1020-12-31,+1077-02-02 ~ +1078-01-22
A007889,陸九淵,+1140-01-01 ~ +1140-12-31,+1193-01-15
A007890,實法,+1294 ~ +1342,+1344 ~ +1393
A007891,明策,+1294 ~ +1342,+1344 ~ +1393
A007894,真淨,+1262-01-01 ~ +1262-12-31,+1333-11-23 ~ +1334-02-12
A007895,慧辯,+1014-01-01 ~ +1014-12-31,+1073-02-16 ~ +1074-02-04
A007896,玉慧觀,+1891-01-01 ~ +1891-12-31,+1933-08-01
A007897,蔣作賓,+1884-03-04,+1942-12-24
A007898,章嘉呼圖克圖,+1891-01-01 ~ +1891-12-31,+1957-01-01 ~ +1957-12-31
A007899,明靜志,+1221 ~ +1269,+1271 ~ +1320
A007900,朱芾煌,+1877-01-01 ~ +1877-12-31,+1955-01-01 ~ +1955-12-31
A007904,盤谷,+1233,+1336-01-08
A007907,允若,+1280-01-01 ~ +1280-12-31,+1359-04-05
A007914,元,+1239 ~ +1287,+1289 ~ +1338
A007915,大山恢,+1241-01-01 ~ +1241-12-31,+1340
A007918,貢師泰,+1298-01-01 ~ +1298-12-31,+1362-02-04 ~ +1363-01-23
A007926,法航,+1298 ~ +1346,+1348 ~ +1397
A007930,本無,+1286-01-01 ~ +1286-12-31,+1343-02-04 ~ +1344-01-23
A007931,玉庭罕,+1275 ~ +1323,+1328 ~ +1377
A007933,休耕逸,+1292 ~ +1340,+1368 ~ +1417
A007934,友奎,+1309-01-01 ~ +1309-12-31,+1374-02-20 ~ +1375-02-08
A007939,必才,+1292-01-01 ~ +1292-12-31,+1359-02-06 ~ +1360-01-26
A007940,大智,+1611-01-01 ~ +1611-12-31,+1671-02-09 ~ +1672-01-29
A007941,瞿,+1254 ~ +1302,+1304 ~ +1353
A007942,剡源覺先,+1175 ~ +1213,+1245 ~ +1274
A007946,李桐,+1598-12-12,+1646-06-19
A007947,善繼,+1286-01-01 ~ +1286-12-31,+1357-08-16
A007948,道盛,+1593-01-18,+1659-10-22
A007950,思恭,+1248 ~ +1296,+1308 ~ +1357
A007952,王嗣奭,+1566-01-31 ~ +1567-02-02,+1648-01-25 ~ +1649-02-10
A007959,萬齊融,+0676 ~ +0704,+0757 ~ +0776
A007966,朗明,+1796-01-01 ~ +1796-12-31,+1875-02-06 ~ +1876-01-25
A007972,錢桂森,+1827-01-01 ~ +1827-12-31,+1902-01-01 ~ +1902-12-31
A007973,自朋,+1316-01-01 ~ +1316-12-31,+1370-02-13
A007983,子文,+1269-01-01 ~ +1269-12-31,+1351-02-05 ~ +1352-01-25
A007984,德聞,+1224 ~ +1272,+1274 ~ +1323
A007988,彭玉麟,+1816-01-01 ~ +1816-12-31,+1890-01-01 ~ +1890-12-31
A007991,周汝登,+1547-01-01 ~ +1547-12-31,+1629-01-01 ~ +1629-12-31
A007992,融照,+1279 ~ +1327,+1333 ~ +1382
A007993,端裕,+1085-01-01 ~ +1085-12-31,+1150-11-14
A007998,徐階,+1503-01-01 ~ +1503-12-31,+1583-01-01 ~ +1583-12-31
A008000,弘濟,+1271-01-01 ~ +1271-12-31,+1356-04-18
A008001,舜田滿,+1227 ~ +1275,+1287 ~ +1336
A008003,半山全,+1237 ~ +1285,+1287 ~ +1336
A008004,戴良,+1317-01-01 ~ +1317-12-31,+1383-01-01 ~ +1383-12-31
A008007,般若室利,+1263 ~ +1311,+1313 ~ +1362
A008019,明照,+1533-01-01 ~ +1533-12-31,+1589-02-15 ~ +1590-02-04
A008088,顏頤仲,+1187-01-01 ~ +1187-12-31,+1262-01-01 ~ +1262-12-31
A008104,湯和,+1326-01-01 ~ +1326-12-31,+1395-08-24 ~ +1395-09-22
A008106,胡宗憲,+1512-01-01 ~ +1512-12-31,+1565-12-05
A008109,道濟,+1149-01-26,+1209-06-26
A008115,龍德孚,+1531-01-28 ~ +1532-02-15,+1602-01-23 ~ +1603-02-10
A008117,迦羅斯巴,+1246 ~ +1294,+1308 ~ +1357
A008120,王世貞,+1526-01-01 ~ +1526-12-31,+1590-12-23
A008121,申時行,+1535-02-12 ~ +1536-02-01,+1614-02-09 ~ +1615-01-28
A008133,嚴訥,+1511-01-01 ~ +1511-12-31,+1584-01-01 ~ +1584-12-31
A008134,康里慶童,+1269,+1368-09-22
A008138,了性,+1222,+1321-10-02
A008139,寶嚴,+1272-01-01 ~ +1272-12-31,+1322-08-21 ~ +1322-09-19
A008140,英辯,+1247-01-01 ~ +1247-12-31,+1314-07-21 ~ +1314-08-19
A008154,柏林潭,+1222 ~ +1270,+1272 ~ +1321
A008157,張信,+1373-01-01 ~ +1373-12-31,+1397-01-01 ~ +1397-12-31
A008160,顧充,+1535-01-01 ~ +1535-12-31,+1615-01-01 ~ +1615-12-31
A008163,德謙,+1267-01-01 ~ +1267-12-31,+1317-02-16
A008167,全豁,+0828-01-01 ~ +0828-12-31,+0887-05-01 ~ +0887-05-30
A008175,達益巴,+1246-01-01 ~ +1246-12-31,+1318-09-19
A008177,妙文,+1237-01-01 ~ +1237-12-31,+1319-01-30 ~ +1320-02-17
A008178,圓明,+1208 ~ +1256,+1258 ~ +1307
A008187,釋志德,+1235-01-01 ~ +1235-12-31,+1322-03-03
A008188,洪秀全,+1814-01-01,+1864-06-01
A008189,海聞,+1197 ~ +1245,+1247 ~ +1296
A008190,楊秀清,+1820-01-01 ~ +1820-12-31,+1856-01-01 ~ +1856-12-31
A008191,法照禧,+1197 ~ +1245,+1247 ~ +1296
A008192,普喜,+1239 ~ +1287,+1289 ~ +1338
A008196,健渴,+0858-01-01 ~ +0858-12-31,+0935-02-11 ~ +0936-01-31
A008198,魏克愚,+1219-01-01 ~ +1219-12-31,+1269-01-01 ~ +1269-12-31
A008200,祖儞,+1309-01-01 ~ +1309-12-31,+1379-09-30
A008205,行鞏,+1220-01-01 ~ +1220-12-31,+1280-02-09 ~ +1281-01-28
A008206,祖瑛,+1291-01-01 ~ +1291-12-31,+1343-04-04 ~ +1343-05-02
A008210,袁桷,+1266-01-01 ~ +1266-12-31,+1327-01-01 ~ +1327-12-31
A008211,虞集,+1272-01-01 ~ +1272-12-31,+1348-01-01 ~ +1348-12-31
A008212,胡長孺,+1249-01-01 ~ +1249-12-31,+1323-01-01 ~ +1323-12-31
A008213,鄧文原,+1258-01-01 ~ +1258-12-31,+1328-10-24 ~ +1329-02-07
A008214,馬祖常,+1279-02-20 ~ +1280-02-08,+1338-01-29 ~ +1339-02-16
A008215,原真,+1344-01-01 ~ +1344-12-31,+1385-02-18 ~ +1386-02-07
A008216,慧日,+1291-01-01 ~ +1291-12-31,+1379-01-27 ~ +1380-02-14
A008217,賈似道,+1213-01-31 ~ +1214-02-18,+1275-01-01 ~ +1275-12-31
A008218,平山等,+1247 ~ +1295,+1297 ~ +1346
A008219,子庭師訓,+1283 ~ +1311,+1369 ~ +1382
A008221,達識帖穆爾,+1296 ~ +1354,+1363-01-01 ~ +1363-12-31
A008223,寶金,+1306-01-01 ~ +1306-12-31,+1370-07-05
A008229,普智,+1317,+1408-02-06 ~ +1408-03-06
A008233,士璋,+1323-01-01 ~ +1323-12-31,+1368-07-10
A008234,柳貫,+1270-01-01 ~ +1270-12-31,+1342-12-15
A008238,李文忠,+1339-01-01 ~ +1339-12-31,+1384-01-01 ~ +1384-12-31
A008241,圓覺,+1319 ~ +1367,+1369 ~ +1418
A008242,一印,+1319 ~ +1367,+1369 ~ +1418
A008243,昇元,+1319 ~ +1367,+1369 ~ +1418
A008247,大同,+1289-01-01 ~ +1289-12-31,+1370-04-14
A008255,徐天祐,+1233 ~ +1261,+1280 ~ +1332
A008256,王易簡,+1231 ~ +1269,+1280 ~ +1329
A008259,達普化,+1304-01-01 ~ +1304-12-31,+1352-01-26 ~ +1353-02-12
A008260,法薰,+1171-01-01 ~ +1171-12-31,+1245-02-16
A008262,道顏,+1094-01-01 ~ +1094-12-31,+1164-06-21
A008276,紹宗,+1338-01-01 ~ +1338-12-31,+1397-02-06 ~ +1398-01-26
A008277,慧照,+1290-01-01 ~ +1290-12-31,+1374-11-20
A008279,元鎮,+1306-01-01 ~ +1306-12-31,+1368-01-31 ~ +1369-02-14
A008281,居敬,+1354 ~ +1402,+1408 ~ +1457
A008284,元熙,+1238-01-01 ~ +1238-12-31,+1319-09-09
A008285,善啟,+1370-12-11,+1443-12-08
A008286,沈民望,+1357-01-01 ~ +1357-12-31,+1434-01-01 ~ +1434-12-31
A008287,王汝玉,+1325,+1415 ~ +1424
A008288,錢原溥,+1400 ~ +1438,+1463 ~ +1499
A008290,朱標,+1355-10-10,+1392-05-17
A008291,方孝孺,+1357-01-01 ~ +1357-12-31,+1402-02-11 ~ +1402-07-22
A008292,黃子澄,+1350-01-01 ~ +1350-12-31,+1402-02-11 ~ +1402-07-22
A008293,齊泰,+1345 ~ +1383,+1402-01-01 ~ +1402-12-31
A008294,張昺,+1358-01-01 ~ +1358-12-31,+1399-01-01 ~ +1399-12-31
A008295,謝貴,+1335-01-01 ~ +1335-12-31,+1399-01-01 ~ +1399-12-31
A008297,吳亮,+1373 ~ +1401,+1443 ~ +1472
A008298,圓鏡,+1374,+1466
A008301,祖住,+1522-01-01 ~ +1522-12-31,+1587-10-02 ~ +1587-10-30
A008302,朝陽,+1485 ~ +1533,+1535 ~ +1584
A008304,宗書,+1501-01-01 ~ +1501-12-31,+1568-01-24
A008308,魏了翁,+1178-01-01 ~ +1178-12-31,+1237-02-04 ~ +1238-01-24
A008309,無極,+1512-01-01 ~ +1512-12-31,+1574-03-09
A008312,明龍,+1474,+1573-02-12 ~ +1574-02-01
A008316,真節,+1519-01-01 ~ +1519-12-31,+1593-02-01 ~ +1594-02-19
A008317,李石麓,+1510-01-01 ~ +1510-12-31,+1584-01-01 ~ +1584-12-31
A008318,明休,+1499 ~ +1547,+1549 ~ +1598
A008320,童求傳昱,+1638-02-14 ~ +1639-02-02,+1685-07-31 ~ +1685-10-27
A008323,明得,+1531-01-01 ~ +1531-12-31,+1588-02-13
A008325,真祥,+1494 ~ +1542,+1544 ~ +1593
A008327,祇園,+1511 ~ +1559,+1561 ~ +1610
A008328,沙泉,+1521 ~ +1559,+1561 ~ +1620
A008330,張即之,+1186-01-01 ~ +1186-12-31,+1263-01-01 ~ +1263-12-31
A008332,真清,+1537-01-01 ~ +1537-12-31,+1593-03-01
A008337,寶珠,+1506 ~ +1554,+1556 ~ +1605
A008338,張永,+1465-01-01 ~ +1465-12-31,+1529-02-19 ~ +1530-02-07
A008339,張氏,+1379-01-01 ~ +1379-12-31,+1442-02-20 ~ +1443-02-08
A008342,徐琪,+1851-02-01 ~ +1852-02-19,+1918-01-01 ~ +1918-12-31
A008343,唐順之,+1507-01-01 ~ +1507-12-31,+1560-01-01 ~ +1560-12-31
A008346,景祥,+1062-01-01 ~ +1062-12-31,+1132-01-27 ~ +1133-02-13
A008347,居訥,+1010-01-01 ~ +1010-12-31,+1071-03-18
A008353,圓璣,+1036-01-01 ~ +1036-12-31,+1118-10-15
A008355,德韶,+0891-01-01 ~ +0891-12-31,+0972-08-14
A008356,淨曇,+1091-01-01 ~ +1091-12-31,+1146-02-20 ~ +1147-02-08
A008360,善清,+1057-01-01 ~ +1057-12-31,+1142-03-07
A008362,袁黃,+1533-01-01 ~ +1533-12-31,+1606-01-01 ~ +1606-12-31
A008365,本宗,+1052 ~ +1100,+1102 ~ +1151
A008366,智瓊,+1055 ~ +1103,+1105 ~ +1154
A008370,師備,+0835-01-01 ~ +0835-12-31,+0908-12-28
A008371,李在,+1060 ~ +1128,+1130-02-17 ~ +1131-02-06
A008372,教亨,+1150-01-01 ~ +1150-12-31,+1219-08-28
A008373,守卓,+1066-01-01 ~ +1066-12-31,+1124-01-22
A008374,福安,+1051,+1150-01-01 ~ +1150-12-31
A008375,夾谷清臣,+1133-01-01 ~ +1133-12-31,+1202-02-02 ~ +1203-02-20
A008376,寶,+1114-01-01 ~ +1114-12-31,+1173-08-18 ~ +1173-09-15
A008378,文準,+1061-01-01 ~ +1061-12-31,+1115-08-20
A008379,呂好問,+1064-01-01 ~ +1064-12-31,+1131-01-01 ~ +1131-12-31
A008380,王光道,+1101 ~ +1149,+1151 ~ +1199
A008381,福廣,+1101 ~ +1149,+1151 ~ +1200
A008382,福堅,+1101 ~ +1149,+1151 ~ +1200
A008383,圓,+1107 ~ +1155,+1157 ~ +1206
A008384,苦瓜,+1113 ~ +1161,+1163 ~ +1212
A008386,秦檜,+1090-01-01 ~ +1090-12-31,+1155-12-21
A008387,張浚,+1097-01-01 ~ +1097-12-31,+1164-08-27 ~ +1164-09-24
A008388,文悅,+0997-01-01 ~ +0997-12-31,+1062-08-21
A008391,了賢,+1114 ~ +1162,+1164 ~ +1213
A008392,李光,+1078-01-01 ~ +1078-12-31,+1159-01-01 ~ +1159-12-31
A008393,法秀,+1027-01-01 ~ +1027-12-31,+1090-09-03 ~ +1090-10-01
A008395,悟新,+1043-04-17,+1116-01-08
A008396,空石傳意,+1652-05-27,+1707-09-03
A008397,清遠,+1067-01-01 ~ +1067-12-31,+1120-02-08 ~ +1121-01-27
A008400,韋氏,+1080-01-31 ~ +1081-02-17,+1159-01-28 ~ +1160-02-15
A008403,佛性法泰,+1079,+1171
A008404,護國景元,+1094-01-01 ~ +1094-12-31,+1146-02-28
A008406,耿延禧,+1078 ~ +1126,+1129 ~ +1178
A008408,慧遠,+1103-01-01 ~ +1103-12-31,+1176-03-04
A008409,宗辯,+1066 ~ +1114,+1116 ~ +1165
A008410,靈巖徽,+1066 ~ +1114,+1116 ~ +1165
A008412,心道,+1058-01-01 ~ +1058-12-31,+1129-01-29 ~ +1130-02-16
A008415,維琳,+1036-02-06 ~ +1037-01-24,+1117-05-13
A008416,覺鐵嘴,+0848 ~ +0896,+0898 ~ +0947
A008422,紹銑,+1009-01-01 ~ +1009-12-31,+1080-10-12
A008423,宗,+0395 ~ +0443,+0445 ~ +0494
A008424,師一,+1108-01-01 ~ +1108-12-31,+1177-02-01
A008425,智才,+1067-01-01 ~ +1067-12-31,+1138-09-13 ~ +1138-10-12
A008427,士珪,+1092,+1146-09-03
A008429,法全,+1114-01-01 ~ +1114-12-31,+1169-08-26
A008431,慧升,+1098-01-01 ~ +1098-12-31,+1176-02-19 ~ +1177-02-07
A008432,宗雅,+1046 ~ +1094,+1096 ~ +1145
