"id","data","bdate","ddate","lifespan","name","seats","female"
"139486","cbdb",621,666,45,"邊敏",NA,0
"139567","cbdb",621,669,48,"張玉山",NA,0
"139587","cbdb",621,670,49,"申恭",NA,0
"139713","cbdb",621,678,57,"司馬道",NA,0
"139719","cbdb",621,678,57,"張仁禕",NA,0
"139746","cbdb",621,679,58,"韓仁楷",NA,0
"139764","cbdb",621,681,60,"邢某",NA,0
"139793","cbdb",621,682,61,"皇甫某",NA,0
"139863","cbdb",621,689,68,"焦松",NA,0
"139896","cbdb",621,693,72,"王義",NA,0
"139952","cbdb",621,694,73,"張玄封",NA,0
"140009","cbdb",621,696,75,"王智本",NA,0
"140023","cbdb",621,696,75,"董希令",NA,0
"140076","cbdb",621,698,77,"王建",NA,0
"140085","cbdb",621,700,79,"許樞",NA,0
"140211","cbdb",621,644,23,"崔沉",NA,0
"140277","cbdb",621,701,80,"鄭儉",NA,0
"142261","cbdb",621,643,22,"李麗質",NA,1
"142550","cbdb",621,664,43,"姚子",NA,1
"142757","cbdb",621,691,70,"馮廓",NA,0
"142797","cbdb",621,696,75,"樊廉",NA,0
"A007388","ddm",621,644,23,"玄覽",NA,NA
"138858","cbdb",622,648,26,"張秀",NA,0
"139451","cbdb",622,665,43,"某氏(九品亡宮)",NA,1
"139049","cbdb",622,655,33,"恆彥",NA,0
"139238","cbdb",622,661,39,"任氏(董府君(任氏夫)妻)",NA,1
"139261","cbdb",622,661,39,"段洽",NA,0
"139320","cbdb",622,685,63,"韓郎",NA,0
"139540","cbdb",622,668,46,"張德",NA,0
"139559","cbdb",622,669,47,"唐仁軌",NA,0
"139573","cbdb",622,669,47,"杜麗",NA,1
"139665","cbdb",622,673,51,"韓節",NA,0
"139680","cbdb",622,674,52,"史氏(史仁女)",NA,1
"139700","cbdb",622,677,55,"王寶",NA,0
"139725","cbdb",622,679,57,"某賞",NA,0
"139732","cbdb",622,679,57,"李弘裕",NA,0
"139766","cbdb",622,681,59,"李慎",NA,0
"139769","cbdb",622,681,59,"呂氏(王某(呂氏夫)妻)",NA,1
"139799","cbdb",622,682,60,"燕秀",NA,0
"139864","cbdb",622,691,69,"趙本質",NA,0
"139876","cbdb",622,692,70,"申屠義",NA,0
"139884","cbdb",622,693,71,"張貞",NA,0
"139960","cbdb",622,694,72,"房懷亮",NA,0
"139990","cbdb",622,696,74,"郭寶",NA,1
"140033","cbdb",622,697,75,"蓋暢",NA,0
"140041","cbdb",622,699,77,"牛阿師",NA,0
"140097","cbdb",622,700,78,"馬神威",NA,0
"140127","cbdb",622,682,60,"王嘉",NA,0
"140130","cbdb",622,698,76,"賈楚",NA,0
"140476","cbdb",622,683,61,"紀茂重",NA,0
"142893","cbdb",622,690,68,"閻婉",NA,1
"142314","cbdb",622,682,60,"蔡亮",NA,0
"142450","cbdb",622,655,33,"姬氏(王某(姬氏夫)妻)",NA,1
"142501","cbdb",622,660,38,"某氏(七品亡宮)",NA,1
"142513","cbdb",622,661,39,"李婉順",NA,1
"142608","cbdb",622,671,49,"李滿",NA,0
"142640","cbdb",622,674,52,"李鳳",NA,0
"142763","cbdb",622,688,66,"董務忠",NA,0
"146043","cbdb",622,687,65,"裴紹業",NA,0
"A002437","ddm",622,683,61,"薛元超",NA,NA
"95047","cbdb",623,684,61,"薛震",NA,0
"138861","cbdb",623,648,25,"李氏（李元吉女）",NA,1
"139221","cbdb",623,660,37,"萬蘭",NA,1
"139227","cbdb",623,660,37,"賈欽",NA,0
"139279","cbdb",623,661,38,"秦冲",NA,1
"139358","cbdb",623,688,65,"衡氏(田某(衡氏夫)妻)",NA,1
"139365","cbdb",623,688,65,"李氏(李瓘女)",NA,1
"139374","cbdb",623,689,66,"某某",NA,1
"139532","cbdb",623,667,44,"杜慶",NA,0
"139542","cbdb",623,668,45,"孫處信",NA,0
"139684","cbdb",623,674,51,"張玄景",NA,0
"139708","cbdb",623,674,51,"王烈",NA,0
"139728","cbdb",623,679,56,"某氏",NA,1
"139739","cbdb",623,677,54,"康續",NA,0
"139755","cbdb",623,680,57,"安神儼",NA,0
"139757","cbdb",623,680,57,"樂恭",NA,0
"139780","cbdb",623,682,59,"張和",NA,0
"139807","cbdb",623,683,60,"趙勤",NA,0
"139856","cbdb",623,686,63,"楊紹基",NA,0
"139861","cbdb",623,681,58,"張氏(張某(張氏夫)妻)",NA,1
"139879","cbdb",623,692,69,"柏玄",NA,0
"139906","cbdb",623,693,70,"康智",NA,0
"139907","cbdb",623,693,70,"崔言",NA,0
"139941","cbdb",623,706,83,"王天",NA,0
"139991","cbdb",623,658,35,"李起宗",NA,0
"140058","cbdb",623,698,75,"李氏",NA,1
"140286","cbdb",623,685,62,"鄭玄果",NA,0
"142475","cbdb",623,658,35,"成師",NA,0
"142614","cbdb",623,672,49,"趙惡仁",NA,0
"142700","cbdb",623,674,51,"張潛",NA,0
"142716","cbdb",623,685,62,"李威",NA,0
"142735","cbdb",623,688,65,"劉德",NA,0
"142766","cbdb",623,691,68,"裴可",NA,0
"142780","cbdb",623,691,68,"劉師",NA,0
"93663","cbdb",624,705,81,"武曌（武則天）",NA,1
"139386","cbdb",624,689,65,"徐恭",NA,0
"139387","cbdb",624,689,65,"慕容稚英",NA,1
"139396","cbdb",624,689,65,"杜季方",NA,0
"139110","cbdb",624,657,33,"莊清卿",NA,1
"139332","cbdb",624,686,62,"張起",NA,1
"139635","cbdb",624,672,48,"王玄",NA,0
"139782","cbdb",624,682,58,"成小師",NA,0
"139796","cbdb",624,682,58,"張達",NA,0
"139803","cbdb",624,682,58,"李氏（臨川公主）",NA,1
"139813","cbdb",624,684,60,"某氏(六品亡宮)",NA,1
"139814","cbdb",624,684,60,"成儉",NA,0
"139829","cbdb",624,684,60,"李娘",NA,1
"139950","cbdb",624,706,82,"程孝成",NA,0
"139971","cbdb",624,695,71,"賈通",NA,1
"139985","cbdb",624,689,65,"連簡",NA,0
"140039","cbdb",624,698,74,"王氏(王滿女)",NA,1
"140068","cbdb",624,696,72,"孔元",NA,0
"140144","cbdb",624,677,53,"張君表",NA,0
"140255","cbdb",624,683,59,"王景之",NA,0
"140316","cbdb",624,698,74,"李二",NA,0
"142287","cbdb",624,698,74,"趙明",NA,1
"142301","cbdb",624,698,74,"于遂古",NA,0
"142347","cbdb",624,705,81,"陳師",NA,0
"142761","cbdb",624,675,51,"王漢",NA,0
"142796","cbdb",624,696,72,"田德",NA,0
"143744","cbdb",624,701,77,"王方",NA,0
"A001899","ddm",624,697,73,"懷素",NA,NA
"A002099","ddm",624,705,81,"武曌",NA,NA
"12419","cbdb",625,706,81,"張柬之",NA,0
"91989","cbdb",625,689,64,"王貞",NA,0
"138795","cbdb",625,641,16,"李道素",NA,0
"139378","cbdb",625,689,64,"李冲",NA,0
"139458","cbdb",625,665,40,"某氏(九品亡宮)",NA,1
"139466","cbdb",625,665,40,"仇氏(仇寶達女)",NA,1
"138997","cbdb",625,653,28,"姚思忠",NA,0
"139067","cbdb",625,656,31,"張羊",NA,0
"139272","cbdb",625,662,37,"竇氏(侯某(竇氏夫)妻)",NA,1
"139326","cbdb",625,686,61,"王行淹",NA,0
"139351","cbdb",625,687,62,"李敏",NA,0
"139531","cbdb",625,667,42,"謝通",NA,0
"139681","cbdb",625,674,49,"何氏(何樂女)",NA,1
"139731","cbdb",625,677,52,"張氏(觀某妻)",NA,1
"139789","cbdb",625,682,57,"蘭師",NA,0
"139836","cbdb",625,685,60,"賈玄贊",NA,0
"139850","cbdb",625,691,66,"樊氏(樊惠女)",NA,1
"139923","cbdb",625,710,85,"沈氏(沈弘祚女)",NA,1
"139964","cbdb",625,693,68,"申守",NA,0
"140034","cbdb",625,698,73,"秦朗",NA,0
"140071","cbdb",625,699,74,"閻基",NA,0
"140340","cbdb",625,686,61,"李貞",NA,0
"142300","cbdb",625,699,74,"格美",NA,0
"142316","cbdb",625,698,73,"李頂",NA,0
"142327","cbdb",625,683,58,"崔汲",NA,0
"142508","cbdb",625,660,35,"史行簡",NA,0
"142710","cbdb",625,667,42,"呂某",NA,0
"142810","cbdb",625,679,54,"楊政",NA,0
"142813","cbdb",625,686,61,"杜謐",NA,0
"142815","cbdb",625,698,73,"范羔",NA,0
"142850","cbdb",625,703,78,"徐師",NA,0
"143696","cbdb",625,697,72,"紀會",NA,0
"A001471","ddm",625,702,77,"義湘",NA,NA
"A012331","ddm",625,724,99,"丁",NA,NA
"31323","cbdb",626,699,73,"陳元敬",NA,0
"31400","cbdb",626,707,81,"馮氏(張騭妻)",NA,1
"139054","cbdb",626,655,29,"解氏(解逸女)",NA,1
"139185","cbdb",626,659,33,"張英",NA,1
"139236","cbdb",626,661,35,"史氏(史英女)",NA,1
"139340","cbdb",626,684,58,"賈守義",NA,0
"139369","cbdb",626,688,62,"李道瓘",NA,0
"139498","cbdb",626,667,41,"某海悅",NA,0
"139550","cbdb",626,668,42,"趙師",NA,0
"139631","cbdb",626,672,46,"路昭",NA,1
"139638","cbdb",626,672,46,"何禕",NA,0
"139699","cbdb",626,677,51,"趙臣",NA,0
"139707","cbdb",626,677,51,"靳勗",NA,0
"139794","cbdb",626,681,55,"杜敏",NA,0
"139848","cbdb",626,691,65,"唐小姑",NA,1
"139883","cbdb",626,693,67,"崔德",NA,0
"139891","cbdb",626,693,67,"張道",NA,0
"140002","cbdb",626,696,70,"張金才",NA,0
"140156","cbdb",626,672,46,"董義",NA,0
"140203","cbdb",626,698,72,"孫惠",NA,0
"140254","cbdb",626,672,46,"王行果",NA,0
"140535","cbdb",626,675,49,"鄭進思",NA,0
"142276","cbdb",626,646,20,"韋幾",NA,0
"142333","cbdb",626,703,77,"張詮",NA,0
"142657","cbdb",626,675,49,"令孤氏(令孤同只女)",NA,1
"142738","cbdb",626,689,63,"金氏",NA,1
"142752","cbdb",626,689,63,"孫範",NA,0
"142802","cbdb",626,695,69,"高足酉",NA,0
"142849","cbdb",626,675,49,"薛世感",NA,0
"145956","cbdb",626,682,56,"蕭灌",NA,0
"A021552","ddm",626,681,55,"金法敏",NA,NA
"31067","cbdb",627,650,23,"徐惠",NA,1
"31100","cbdb",627,712,85,"唐休璟",NA,0
"31143","cbdb",627,684,57,"駱賓王",NA,0
"92391","cbdb",627,713,86,"釋印宗",NA,0
"139418","cbdb",627,664,37,"秦寶",NA,0
"138887","cbdb",627,649,22,"趙氏(趙弘善女)",NA,1
"139126","cbdb",627,657,30,"趙令則",NA,0
"139231","cbdb",627,660,33,"張武",NA,0
"139243","cbdb",627,661,34,"張善",NA,0
"139315","cbdb",627,675,48,"丁範",NA,0
"139331","cbdb",627,686,59,"汜建某",NA,0
"139506","cbdb",627,667,40,"李表",NA,0
"139508","cbdb",627,667,40,"成公義",NA,1
"139614","cbdb",627,671,44,"奇玄表",NA,0
"139724","cbdb",627,678,51,"公孫氏(公孫虞女)",NA,1
"139801","cbdb",627,680,53,"趙義",NA,0
"139833","cbdb",627,685,58,"張貞",NA,0
"139882","cbdb",627,693,66,"莫義",NA,0
"139900","cbdb",627,692,65,"房瑒",NA,0
"140005","cbdb",627,696,69,"薛氏(薛卿女)",NA,1
"140013","cbdb",627,697,70,"劉洪預",NA,0
"140040","cbdb",627,697,70,"崔氏(崔深女)",NA,1
"140049","cbdb",627,698,71,"周善持",NA,0
"140149","cbdb",627,703,76,"張仁楚",NA,0
"140152","cbdb",627,689,62,"張茂",NA,0
"140251","cbdb",627,670,43,"梁嘉運",NA,0
"140615","cbdb",627,702,75,"趙璧",NA,1
"142319","cbdb",627,702,75,"某氏",NA,1
"142332","cbdb",627,685,58,"張矩",NA,0
"142337","cbdb",627,702,75,"霍方",NA,0
"142497","cbdb",627,660,33,"劉氏(劉德敏女)",NA,1
"142639","cbdb",627,675,48,"朱珪",NA,0
"142641","cbdb",627,675,48,"劉氏(劉德威女)",NA,1
"142654","cbdb",627,665,38,"陳則",NA,0
"142729","cbdb",627,687,60,"韋泰真",NA,0
"142781","cbdb",627,694,67,"龍壽",NA,0
"142784","cbdb",627,692,65,"陸仁儉",NA,0
"142831","cbdb",627,673,46,"劉氏(劉世舉女)",NA,1
"143707","cbdb",627,697,70,"唐聘",NA,0
"146045","cbdb",627,712,85,"唐璿",NA,0
"146065","cbdb",627,679,52,"薛矩",NA,0
"A009251","ddm",627,713,86,"印宗",NA,NA
"A012326","ddm",627,712,85,"唐璿",NA,NA
"A019476","ddm",627,688,61,"李貞",NA,NA
"19241","cbdb",628,683,55,"李治（唐高宗）",NA,0
"31399","cbdb",628,679,51,"張騭",NA,0
"32541","cbdb",628,714,86,"員半千",NA,0
"139275","cbdb",628,662,34,"朱氏(張某(朱氏夫)妻)",NA,1
"139278","cbdb",628,661,33,"斛斯祥",NA,0
"139613","cbdb",628,671,43,"王某",NA,0
"139744","cbdb",628,659,31,"管真",NA,0
"139762","cbdb",628,681,53,"王文義",NA,0
"139773","cbdb",628,681,53,"王明",NA,0
"139778","cbdb",628,681,53,"張敬玄",NA,0
"139822","cbdb",628,684,56,"王俱夷",NA,1
"139887","cbdb",628,691,63,"宋尼子",NA,1
"139892","cbdb",628,693,65,"尚明",NA,0
"139976","cbdb",628,686,58,"李瓛",NA,0
"139981","cbdb",628,695,67,"封抱",NA,0
"140011","cbdb",628,697,69,"某義",NA,0
"140140","cbdb",628,702,74,"史善法",NA,0
"140174","cbdb",628,704,76,"張安",NA,0
"140231","cbdb",628,708,80,"蔡行基",NA,0
"140276","cbdb",628,686,58,"薄仁",NA,0
"142378","cbdb",628,709,81,"盧千",NA,0
"142835","cbdb",628,686,58,"簿仁",NA,0
"142845","cbdb",628,715,87,"董師",NA,0
"146074","cbdb",628,684,56,"高真行",NA,0
"146090","cbdb",628,688,60,"韋瑱",NA,0
"146145","cbdb",628,691,63,"裴悌",NA,0
"146270","cbdb",628,679,51,"張隲",NA,0
"146382","cbdb",628,675,47,"楊某哲",NA,0
"A002146","ddm",628,683,55,"李治",NA,NA
"A011303","ddm",628,710,82,"僧伽",NA,NA
"30395","cbdb",629,672,43,"徐齊聃",NA,0
"139072","cbdb",629,656,27,"范重明",NA,0
"139323","cbdb",629,685,56,"段感",NA,0
"139692","cbdb",629,676,47,"董文",NA,0
"139756","cbdb",629,680,51,"何摩訶",NA,0
"139758","cbdb",629,679,50,"李師",NA,0
"139954","cbdb",629,694,65,"關師",NA,0
"139992","cbdb",629,693,64,"牛高",NA,0
"140109","cbdb",629,701,72,"仵氏(柏善德妻)",NA,1
"140135","cbdb",629,703,74,"程思義",NA,0
"140151","cbdb",629,683,54,"王巩+言",NA,0
"142288","cbdb",629,691,62,"董弘",NA,0
"142328","cbdb",629,693,64,"張某",NA,0
"142329","cbdb",629,687,58,"赫連仁",NA,0
"142372","cbdb",629,698,69,"趙某",NA,0
"146197","cbdb",629,691,62,"傅遊藝",NA,0
"A003593","ddm",629,712,83,"黃守恭",NA,NA
"A010049","ddm",629,695,66,"慧方",NA,NA
"A021468","ddm",629,700,71,"道昭",NA,NA
"3840","cbdb",630,700,70,"狄仁傑",NA,0
"31103","cbdb",630,699,69,"婁師德",NA,0
"139376","cbdb",630,689,59,"鄭贍",NA,0
"139382","cbdb",630,687,57,"元智威",NA,0
"139440","cbdb",630,665,35,"某尚",NA,1
"139364","cbdb",630,687,57,"袁希範",NA,0
"139534","cbdb",630,667,37,"王師",NA,0
"139560","cbdb",630,669,39,"徐買",NA,0
"139583","cbdb",630,670,40,"劉賢某",NA,1
"139759","cbdb",630,679,49,"某氏",NA,1
"139776","cbdb",630,681,51,"杜才",NA,0
"139786","cbdb",630,682,52,"程氏(韓德信妻)",NA,1
"139804","cbdb",630,683,53,"杜芬",NA,1
"139867","cbdb",630,673,43,"張景之",NA,0
"139943","cbdb",630,712,82,"慕容思廉",NA,0
"139968","cbdb",630,695,65,"匹婁淨德",NA,1
"140026","cbdb",630,696,66,"逯貞",NA,0
"140044","cbdb",630,657,27,"李氏(李儒懿女)",NA,1
"140047","cbdb",630,699,69,"姚恭",NA,0
"140084","cbdb",630,659,29,"吳續",NA,0
"140113","cbdb",630,701,71,"張舉",NA,0
"140158","cbdb",630,703,73,"李玄福",NA,0
"140216","cbdb",630,705,75,"李通",NA,0
"140226","cbdb",630,707,77,"劉達",NA,1
"140240","cbdb",630,708,78,"郭恆",NA,0
"140262","cbdb",630,709,79,"韓神",NA,0
"140263","cbdb",630,708,78,"臧崇亮",NA,0
"140265","cbdb",630,709,79,"某氏(九品亡宮)",NA,1
"140371","cbdb",630,700,70,"王則",NA,0
"140379","cbdb",630,714,84,"王慶",NA,0
"140399","cbdb",630,685,55,"裴自強",NA,0
"142323","cbdb",630,671,41,"劉買",NA,0
"142335","cbdb",630,703,73,"釋氏(三品亡尼)",NA,1
"142636","cbdb",630,675,45,"趙士通",NA,1
"145269","cbdb",630,701,71,"裴聞一",NA,0
"A013543","ddm",630,671,41,"城陽公主",NA,NA
"A017616","ddm",630,689,59,"李善",NA,NA
"A042944","ddm",630,699,69,"婁師德",NA,NA
"92646","cbdb",631,687,56,"劉禕之",NA,0
"138849","cbdb",631,647,16,"辛英某",NA,1
"139230","cbdb",631,645,14,"張楚",NA,0
"139330","cbdb",631,686,55,"王行威",NA,0
"139524","cbdb",631,667,36,"李弟",NA,1
"139768","cbdb",631,669,38,"蕭氏(蕭瑀女)",NA,1
"139809","cbdb",631,683,52,"暢昉",NA,0
"139877","cbdb",631,692,61,"劉善寂",NA,0
"139895","cbdb",631,683,52,"安懷",NA,0
"139901","cbdb",631,693,62,"蘇永",NA,0
"139936","cbdb",631,669,38,"陳智",NA,0
"140123","cbdb",631,674,43,"孫喭",NA,0
"140173","cbdb",631,704,73,"王某通",NA,0
"140230","cbdb",631,707,76,"李氏(李公淹女)",NA,1
"140472","cbdb",631,707,76,"郭馮德",NA,0
"142352","cbdb",631,705,74,"劉仁叡",NA,0
"142369","cbdb",631,708,77,"李本",NA,0
"142615","cbdb",631,672,41,"任氏(蘇大夫妻)",NA,1
"142643","cbdb",631,676,45,"張仁燮",NA,0
"142688","cbdb",631,681,50,"張氏(張昉女)",NA,1
"142703","cbdb",631,684,53,"黃某",NA,0
"142776","cbdb",631,671,40,"郭行節",NA,0
"142837","cbdb",631,703,72,"朱君滿",NA,0
"145261","cbdb",631,677,46,"顏頎",NA,1
"146087","cbdb",631,690,59,"崔無競",NA,0
"181775","cbdb",631,705,74,"姚璹",NA,0
"187595","cbdb",631,671,40,"李文舉",NA,0
"A002475","ddm",631,710,79,"韋巨源",NA,NA
"A010097","ddm",631,692,61,"釋曇璀",NA,NA
"A012309","ddm",631,730,99,"惠符",NA,NA
"30973","cbdb",632,705,73,"姚",NA,0
"31161","cbdb",632,686,54,"王元宗",NA,0
"91926","cbdb",632,712,80,"釋萬回",NA,0
"94167","cbdb",632,705,73,"姚璹",NA,0
"139390","cbdb",632,690,58,"孫澄",NA,0
"139467","cbdb",632,665,33,"支敬倫",NA,0
"138954","cbdb",632,651,19,"某謇",NA,0
"139144","cbdb",632,658,26,"馬壽",NA,0
"139153","cbdb",632,657,25,"薛瑤華",NA,1
"139327","cbdb",632,686,54,"王玄宗",NA,0
"139336","cbdb",632,686,54,"孫平",NA,1
"139627","cbdb",632,672,40,"田紀",NA,0
"139808","cbdb",632,683,51,"麻氏(麻君師女)",NA,1
"139834","cbdb",632,685,53,"張貞",NA,1
"139868","cbdb",632,673,41,"張慶之",NA,0
"139873","cbdb",632,692,60,"朱行",NA,0
"139905","cbdb",632,693,61,"張懷寂",NA,0
"140061","cbdb",632,698,66,"鄭知賢",NA,0
"140096","cbdb",632,700,68,"崔哲",NA,0
"140100","cbdb",632,684,52,"李買",NA,0
"140133","cbdb",632,670,38,"王養",NA,0
"140168","cbdb",632,704,72,"皇甫文備",NA,0
"140219","cbdb",632,660,28,"陳泰",NA,0
"140221","cbdb",632,707,75,"裴首兒",NA,1
"140244","cbdb",632,683,51,"崔訥",NA,0
"140352","cbdb",632,684,52,"任愛",NA,0
"140559","cbdb",632,696,64,"裴同",NA,0
"140764","cbdb",632,701,69,"常來",NA,0
"141213","cbdb",632,705,73,"崔暟",NA,0
"141759","cbdb",632,682,50,"尉遲基",NA,0
"142312","cbdb",632,701,69,"張壽",NA,0
"142317","cbdb",632,701,69,"樊文",NA,0
"142365","cbdb",632,707,75,"房誕",NA,0
"142451","cbdb",632,655,23,"陽士通",NA,0
"142484","cbdb",632,658,26,"張某",NA,0
"142740","cbdb",632,688,56,"韋綝",NA,0
"142747","cbdb",632,689,57,"劉壽",NA,0
"142786","cbdb",632,694,62,"淳于某",NA,0
"142793","cbdb",632,692,60,"高琮",NA,0
"142855","cbdb",632,717,85,"陳玄度",NA,0
"150440","cbdb",632,669,37,"高纘",NA,0
"A001019","ddm",632,682,50,"窺基",NA,NA
"A011670","ddm",632,712,80,"萬回",NA,NA
"32941","cbdb",633,709,76,"獨孤仁政",NA,0
"92303","cbdb",633,712,79,"平貞昚",NA,0
"139815","cbdb",633,670,37,"孫通",NA,0
"139910","cbdb",633,710,77,"垣氏(垣濬女)",NA,1
"140054","cbdb",633,698,65,"某弘則",NA,0
"140087","cbdb",633,700,67,"某建達",NA,0
"140148","cbdb",633,680,47,"高隆基",NA,0
"140179","cbdb",633,698,65,"李弘禮",NA,0
"140317","cbdb",633,716,83,"張仁",NA,0
"140358","cbdb",633,719,86,"賈待",NA,1
"140767","cbdb",633,696,63,"崔玄隱",NA,0
"142607","cbdb",633,671,38,"李嬇",NA,1
"142839","cbdb",633,699,66,"侯某",NA,0
"P00EGS1017625","bdrc",633,650,17,"gung srong gung btsan/"," ",NA
"33651","cbdb",634,686,52,"盧照鄰",NA,0
"94758","cbdb",634,726,92,"程則",NA,0
"139109","cbdb",634,657,23,"崔素",NA,1
"139300","cbdb",634,663,29,"楊氏(楊義女)",NA,1
"139366","cbdb",634,688,54,"沈齊文",NA,0
"139754","cbdb",634,679,45,"泉男生",NA,0
"139761","cbdb",634,680,46,"索某",NA,0
"139784","cbdb",634,682,48,"李辯",NA,0
"139857","cbdb",634,691,57,"韓傑",NA,0
"139872","cbdb",634,691,57,"李某",NA,0
"139999","cbdb",634,696,62,"成循",NA,0
"140139","cbdb",634,703,69,"某氏(六品亡宮)",NA,1
"140163","cbdb",634,704,70,"摯氏(摯護兒女)",NA,1
"140169","cbdb",634,704,70,"李淑",NA,1
"140171","cbdb",634,704,70,"楊亮",NA,0
"140186","cbdb",634,705,71,"楊思玄",NA,0
"140198","cbdb",634,705,71,"李愻",NA,0
"140400","cbdb",634,717,83,"張景旦",NA,0
"142872","cbdb",634,690,56,"張凑",NA,0
"142367","cbdb",634,705,71,"馮雅",NA,0
"142544","cbdb",634,664,30,"董氏(董文行女)",NA,1
"142610","cbdb",634,670,36,"某福",NA,0
"142675","cbdb",634,679,45,"某氏(八品亡宮)",NA,1
"142838","cbdb",634,714,80,"王胡",NA,0
"142857","cbdb",634,719,85,"張行倫",NA,0
"142867","cbdb",634,720,86,"王氏(王晏女)",NA,1
"142913","cbdb",634,678,44,"趙知儉",NA,0
"146216","cbdb",634,707,73,"盧正勤",NA,0
"A008970","ddm",634,712,78,"弘景",NA,NA
"A009596","ddm",634,713,79,"慧威",NA,NA
"A013717","ddm",634,733,99,"義威",NA,NA
"A024713","ddm",634,701,67,"役小角",NA,NA
"16604","cbdb",635,709,74,"朱敬則",NA,0
"31157","cbdb",635,715,80,"蘇",NA,0
"31506","cbdb",635,713,78,"于知微",NA,0
"91937","cbdb",635,713,78,"張文明",NA,0
"139131","cbdb",635,658,23,"麗貴娘",NA,1
"139616","cbdb",635,671,36,"謝慶夫",NA,0
"139727","cbdb",635,679,44,"王韜",NA,0
"139854","cbdb",635,691,56,"張氏(張匡女)",NA,1
"139975","cbdb",635,695,60,"鄭宏",NA,0
"140050","cbdb",635,673,38,"王慶祚",NA,0
"140075","cbdb",635,696,61,"胡哲",NA,0
"140217","cbdb",635,706,71,"劉寂",NA,0
"140382","cbdb",635,710,75,"陶德",NA,0
"140392","cbdb",635,696,61,"蕭舉",NA,0
"140398","cbdb",635,697,62,"楊純",NA,0
"140608","cbdb",635,689,54,"朱行斌",NA,0
"140865","cbdb",635,705,70,"元景",NA,0
"142346","cbdb",635,698,63,"郭盛",NA,0
"142380","cbdb",635,679,44,"常氏(常瓊贊母)",NA,1
"142650","cbdb",635,676,41,"費智海",NA,0
"150442","cbdb",635,698,63,"盧靜",NA,1
"A001470","ddm",635,713,78,"義淨",NA,NA
"A010050","ddm",635,702,67,"法持",NA,NA
"A014069","ddm",635,702,67,"僧朗",NA,NA
"139343","cbdb",636,687,51,"張成",NA,0
"139361","cbdb",636,688,52,"張夐",NA,0
"139609","cbdb",636,670,34,"康敬本",NA,0
"139617","cbdb",636,671,35,"王小",NA,0
"139797","cbdb",636,682,46,"張貴寬",NA,0
"139852","cbdb",636,691,55,"張禕",NA,0
"139903","cbdb",636,693,57,"劉氏(劉絢女)",NA,1
"139969","cbdb",636,695,59,"朱簡",NA,0
"140038","cbdb",636,698,62,"裴咸",NA,0
"140042","cbdb",636,696,60,"邊惠",NA,0
"140063","cbdb",636,699,63,"程瞻",NA,0
"140092","cbdb",636,700,64,"張大酺",NA,0
"140107","cbdb",636,701,65,"趙進",NA,0
"140131","cbdb",636,702,66,"耿慈愛",NA,1
"140189","cbdb",636,705,69,"甯思真",NA,0
"140309","cbdb",636,715,79,"張氏(張寬女)",NA,1
"140346","cbdb",636,716,80,"韋頊",NA,0
"140402","cbdb",636,688,52,"樊覽",NA,0
"140403","cbdb",636,712,76,"裴撝",NA,0
"140874","cbdb",636,701,65,"趙思廉",NA,0
"142299","cbdb",636,698,62,"辛恭",NA,0
"142334","cbdb",636,703,67,"蘇甑仁",NA,0
"142546","cbdb",636,664,28,"劉三娘",NA,1
"142768","cbdb",636,693,57,"張富琳",NA,0
"142856","cbdb",636,719,83,"某某",NA,0
"146075","cbdb",636,712,76,"蕭茂本",NA,0
"A002057","ddm",636,728,92,"攘那跋陀羅",NA,NA
"A002468","ddm",636,727,91,"文綱",NA,NA
"94783","cbdb",637,735,98,"釋諭婆迦羅",NA,0
"139106","cbdb",637,657,20,"張武哲",NA,0
"139274","cbdb",637,662,25,"田惠",NA,0
"139654","cbdb",637,668,31,"慕容知敬",NA,0
"139817","cbdb",637,684,47,"金義",NA,0
"139922","cbdb",637,711,74,"陸元感",NA,0
"139972","cbdb",637,695,58,"孟氏(孟弘義女)",NA,1
"140028","cbdb",637,694,57,"朱仁表",NA,0
"140035","cbdb",637,698,61,"宋氏(宋岌女)",NA,1
"140142","cbdb",637,664,27,"張師",NA,0
"140145","cbdb",637,703,66,"元瑛",NA,0
"140197","cbdb",637,706,69,"某氏(八品亡宮)",NA,1
"140210","cbdb",637,706,69,"某氏(九品亡宮)",NA,1
"140252","cbdb",637,708,71,"魏體玄",NA,0
"140289","cbdb",637,706,69,"路某",NA,0
"140294","cbdb",637,692,55,"孟玄一",NA,0
