"name","birth","death","lifespan","occupation","country","id","dataset"
"Diego de Astorga y Céspedes",1663,1734,71,"Catholic priest","Spain","http://www.wikidata.org/entity/Q2707625","wikidata"
"José de Santiago Concha",1667,1741,74,"military personnel","Spain","http://www.wikidata.org/entity/Q463787","wikidata"
"Toribio Álvarez",1668,1739,71,"painter","Spain","http://www.wikidata.org/entity/Q12220997","wikidata"
"Fernando de la Campa",1676,1742,66,"military personnel","Spain","http://www.wikidata.org/entity/Q5860513","wikidata"
"Pedro de Castro, 1st Duque de la Conquista",1685,1741,56,"military personnel","Spain","http://www.wikidata.org/entity/Q2607037","wikidata"
"Francisco Javier de Morales y Castejón de Arrollo",1696,1774,78,"military officer","Spain","http://www.wikidata.org/entity/Q1442039","wikidata"
"Luis Antonio Fernández de Córdoba Portocarrero",1696,1771,75,"Catholic priest","Spain","http://www.wikidata.org/entity/Q3266599","wikidata"
"Fray Francisco Antonio de la Rosa Figueroa",1697,1776,79,"Catholic priest","Spain","http://www.wikidata.org/entity/Q20014425","wikidata"
"Manuel Silvestre de Salamanca Cano",1700,1775,75,"military personnel","Spain","http://www.wikidata.org/entity/Q1353821","wikidata"
"Vicente de Raja",1700,1800,100,"military personnel","Spain","http://www.wikidata.org/entity/Q16646185","wikidata"
"Joaquín de Montserrat, marqués de Cruillas",1700,1771,71,"military personnel","Spain","http://www.wikidata.org/entity/Q2354871","wikidata"
"Antonio Fernández Villamil",1701,1801,100,"military personnel","Spain","http://www.wikidata.org/entity/Q5698316","wikidata"
"Francisco Javier Delgado Venegas",1714,1781,67,"Catholic priest","Spain","http://www.wikidata.org/entity/Q2255079","wikidata"
"Antonio de Guill y Gonzaga",1715,1768,53,"military personnel","Spain","http://www.wikidata.org/entity/Q463763","wikidata"
"Gaspar Pons",1721,1785,64,"physician","Spain","http://www.wikidata.org/entity/Q99400798","wikidata"
"Tomás Álvarez de Acevedo",1735,1788,53,"military personnel","Spain","http://www.wikidata.org/entity/Q1569618","wikidata"
"Francisco Cruzat",1739,1790,51,"colonial administrator","Spain","http://www.wikidata.org/entity/Q17510953","wikidata"
"Antoine Gonzales",1741,1801,60,"painter","Spain","http://www.wikidata.org/entity/Q97584491","wikidata"
"Juan de Torrezar Díaz Pimienta",1750,1782,32,"military personnel","Spain","http://www.wikidata.org/entity/Q3810944","wikidata"
"Manuel de la Ballina",1750,1812,62,"architect","Spain","http://www.wikidata.org/entity/Q5404934","wikidata"
"Luis Moncín",1750,1814,64,"writer","Spain","http://www.wikidata.org/entity/Q5984002","wikidata"
"Vicente Basadre",1750,1828,78,"politician","Spain","http://www.wikidata.org/entity/Q6161031","wikidata"
"José Antonio María de Aguilar",1755,1799,44,NA,"Spain","http://www.wikidata.org/entity/Q5937946","wikidata"
"Dionisio Bardaxí y Azara",1760,1826,66,"Catholic priest","Spain","http://www.wikidata.org/entity/Q1079497","wikidata"
"Miguel García",1760,1800,40,"composer","Spain","http://www.wikidata.org/entity/Q3360377","wikidata"
"Francisco Barrera y Domingo",1763,1830,67,"naturalist","Spain","http://www.wikidata.org/entity/Q84566785","wikidata"
"Juan José Lombán",1771,1834,63,"military personnel","Spain","http://www.wikidata.org/entity/Q20015922","wikidata"
"Manuel Serrano",1774,1785,11,"architect","Spain","http://www.wikidata.org/entity/Q43013877","wikidata"
"Francisco Rosete",1775,1816,41,"military personnel","Spain","http://www.wikidata.org/entity/Q2886418","wikidata"
"Manuel Fernández Castrillón",1780,1836,56,"military officer","Spain","http://www.wikidata.org/entity/Q1859374","wikidata"
"Josep Sardà",1782,1834,52,"military personnel","Spain","http://www.wikidata.org/entity/Q11034701","wikidata"
"Luis Dorrego",1784,1852,68,"businessperson","Spain","http://www.wikidata.org/entity/Q5660676","wikidata"
"José Félix Cerezo",1785,1863,78,"military personnel","Spain","http://www.wikidata.org/entity/Q5939871","wikidata"
"Antonio Navarro",1792,1839,47,"military personnel","Spain","http://www.wikidata.org/entity/Q5699188","wikidata"
"Manuel Álvarez",1794,1856,62,"politician","Spain","http://www.wikidata.org/entity/Q6753015","wikidata"
"Antonio Suñol",1796,1865,69,"politician","Spain","http://www.wikidata.org/entity/Q89538635","wikidata"
"Juan López Reina",1800,1900,100,"politician","Spain","http://www.wikidata.org/entity/Q27575212","wikidata"
"Valentín Tricoche",1800,1863,63,"land owner","Spain","http://www.wikidata.org/entity/Q7911088","wikidata"
"José Agustín Millán",1801,1899,98,"writer","Spain","http://www.wikidata.org/entity/Q5937362","wikidata"
"José Gómez de la Carrera",1801,1908,107,"photographer","Spain","http://www.wikidata.org/entity/Q5940332","wikidata"
"Rafael Puigmoltó Pérez",1806,1890,84,NA,"Spain","http://www.wikidata.org/entity/Q26269272","wikidata"
"Richard Worsam Meade II",1807,1870,63,"military officer","Spain","http://www.wikidata.org/entity/Q7330093","wikidata"
"Manuel Mochales",1810,1877,67,"musician","Spain","http://www.wikidata.org/entity/Q56670756","wikidata"
"Joseph-Alexandre Renoir",1811,1855,44,"sculptor","Spain","http://www.wikidata.org/entity/Q17453601","wikidata"
"Manuel Alcaine",1813,1873,60,"Catholic priest","Spain","http://www.wikidata.org/entity/Q72451451","wikidata"
"Federico de Madrazo y Kuntz",1815,1894,79,"writer","Spain","http://www.wikidata.org/entity/Q1345186","wikidata"
"Hendrick Sharp",1815,1892,77,NA,"Spain","http://www.wikidata.org/entity/Q5713728","wikidata"
"Manuel de la Puente y Pellón",1819,1886,67,"politician","Spain","http://www.wikidata.org/entity/Q16599038","wikidata"
"Rafaela Rimbau",1819,1896,77,"actor","Spain","http://www.wikidata.org/entity/Q42904579","wikidata"
"José Balazant y Baranda",1819,1866,47,"military personnel","Spain","http://www.wikidata.org/entity/Q5938384","wikidata"
"Lorenzo Jordana",1822,1882,60,"educator","Spain","http://www.wikidata.org/entity/Q89291614","wikidata"
"Eusebio Juliá",1826,1895,69,"photographer","Spain","http://www.wikidata.org/entity/Q2884582","wikidata"
"Domingo Ordoñana",1829,1897,68,"writer","Spain","http://www.wikidata.org/entity/Q5290395","wikidata"
"Augusto Plasencia",1837,1903,66,"politician","Spain","http://www.wikidata.org/entity/Q16489208","wikidata"
"Agustín Mariño",1838,1891,53,"military personnel","Spain","http://www.wikidata.org/entity/Q5660754","wikidata"
"José Cos y Macho",1838,1919,81,"Catholic priest","Spain","http://www.wikidata.org/entity/Q950259","wikidata"
"Manuel Acuña",1841,1928,87,NA,"Spain","http://www.wikidata.org/entity/Q18759027","wikidata"
"Juan José García Velloso",1849,1907,58,"writer","Spain","http://www.wikidata.org/entity/Q80121408","wikidata"
"José María Conchado",1850,1858,8,"military personnel","Spain","http://www.wikidata.org/entity/Q5942787","wikidata"
"Matías Alonso Criado",1852,1922,70,"writer","Spain","http://www.wikidata.org/entity/Q55838168","wikidata"
"Vicente Casanova y Marzol",1854,1930,76,"politician","Spain","http://www.wikidata.org/entity/Q540428","wikidata"
"Carlos de la Lastra",1860,1939,79,"politician","Spain","http://www.wikidata.org/entity/Q16543526","wikidata"
"Juan Antonio Bibiloni",1860,1933,73,"lawyer","Spain","http://www.wikidata.org/entity/Q5666777","wikidata"
"Francisco Ramírez y Ramírez",1861,1922,61,"military personnel","Spain","http://www.wikidata.org/entity/Q65161832","wikidata"
"Emilio Gómez Flores",1861,1944,83,"topographer","Spain","http://www.wikidata.org/entity/Q99399863","wikidata"
"Cayetano Luca de Tena y Álvarez Ossorio",1862,1911,49,"politician","Spain","http://www.wikidata.org/entity/Q16941969","wikidata"
"Dolores Dardés",1865,1958,93,"actor","Spain","http://www.wikidata.org/entity/Q16557876","wikidata"
"Antonio J. Manjón",1866,1919,53,"classical guitarist","Spain","http://www.wikidata.org/entity/Q602585","wikidata"
"Pascuala Mesa",1867,1952,85,"actor","Spain","http://www.wikidata.org/entity/Q6065522","wikidata"
"Federico de Amores y Ayala",1870,1927,57,"politician","Spain","http://www.wikidata.org/entity/Q16483051","wikidata"
"Simón Sarasola",1871,1947,76,"meteorologist","Spain","http://www.wikidata.org/entity/Q23688914","wikidata"
"Luis de Périnat",1872,1923,51,"diplomat","Spain","http://www.wikidata.org/entity/Q3266887","wikidata"
"Angela Fausta Oliveras Gonzales",1873,1952,79,NA,"Spain","http://www.wikidata.org/entity/Q112233974","wikidata"
"José Espelius",1874,1928,54,"architect","Spain","http://www.wikidata.org/entity/Q892081","wikidata"
"Enrique Cánovas Lacruz",1877,1965,88,"military personnel","Spain","http://www.wikidata.org/entity/Q55027161","wikidata"
"José Renis",1879,1954,75,"painter","Spain","http://www.wikidata.org/entity/Q27272828","wikidata"
"Juan Huerta Topete",1879,1936,57,"military personnel","Spain","http://www.wikidata.org/entity/Q42905818","wikidata"
"Enrique Jurado Barrio",1882,1965,83,"military personnel","Spain","http://www.wikidata.org/entity/Q5833465","wikidata"
"Ricardo Vargas",1882,1940,58,"actor","Spain","http://www.wikidata.org/entity/Q6108522","wikidata"
"Lola Velázquez",1883,1966,83,"actor","Spain","http://www.wikidata.org/entity/Q37959028","wikidata"
"Adolfo Prada",1883,1962,79,"military officer","Spain","http://www.wikidata.org/entity/Q3816677","wikidata"
"Modesto Romero",1883,1954,71,"composer","Spain","http://www.wikidata.org/entity/Q55469553","wikidata"
"Amalia Sánchez Ariño",1883,1969,86,"actor","Spain","http://www.wikidata.org/entity/Q5671640","wikidata"
"Alejandro Maximino",1884,1963,79,"actor","Spain","http://www.wikidata.org/entity/Q4714599","wikidata"
"Ignacio González Calzada",1885,1936,51,"religious","Spain","http://www.wikidata.org/entity/Q68949461","wikidata"
"Pedro Armero Manjón",1886,1967,81,"politician","Spain","http://www.wikidata.org/entity/Q16617333","wikidata"
"Rafael Moreno",1887,1955,68,"painter","Spain","http://www.wikidata.org/entity/Q20200699","wikidata"
"Franklin Albricias",1889,1972,83,"politician","Spain","http://www.wikidata.org/entity/Q5691665","wikidata"
"Eduardo Luca de Tena",1892,1973,81,"politician","Spain","http://www.wikidata.org/entity/Q16559270","wikidata"
"Pablo Díaz de Zárate y Ortiz de Zárate",1892,1936,44,"religious","Spain","http://www.wikidata.org/entity/Q69038334","wikidata"
"Adolfo Otero",1893,1958,65,"comedian","Spain","http://www.wikidata.org/entity/Q21993610","wikidata"
"Ernesto Tudela Flores",1894,1974,80,"physician","Spain","http://www.wikidata.org/entity/Q12347151","wikidata"
"Antonio Martiánez",1894,1971,77,"actor","Spain","http://www.wikidata.org/entity/Q16531126","wikidata"
"Joan Uriach i Lafita",1896,1934,38,"association football player","Spain","http://www.wikidata.org/entity/Q5952728","wikidata"
"Juan (Firpito) Baüer Oribe",1897,1952,55,"composer","Spain","http://www.wikidata.org/entity/Q42383058","wikidata"
"Antonia Herrero",1897,1978,81,"actor","Spain","http://www.wikidata.org/entity/Q4776241","wikidata"
"Herminia Más",1898,1954,56,"actor","Spain","http://www.wikidata.org/entity/Q16574760","wikidata"
"Manolo Perales",1898,1959,61,"actor","Spain","http://www.wikidata.org/entity/Q16597948","wikidata"
"Guillermo Santalla",1898,1934,36,"stage actor","Spain","http://www.wikidata.org/entity/Q60040438","wikidata"
"Juliette Usach",1899,1984,85,"teacher","Spain","http://www.wikidata.org/entity/Q30218452","wikidata"
"Eduardo Braña",1899,1982,83,"lyricist","Spain","http://www.wikidata.org/entity/Q55458478","wikidata"
"María Santos",1899,1949,50,"actor","Spain","http://www.wikidata.org/entity/Q6004557","wikidata"
"José Fonrat",1900,2000,100,"writer","Spain","http://www.wikidata.org/entity/Q105421706","wikidata"
"María Turgenova",1900,1972,72,"actor","Spain","http://www.wikidata.org/entity/Q15623455","wikidata"
"Francisco Aparicio Mendoza",1900,2000,100,"politician","Spain","http://www.wikidata.org/entity/Q16483725","wikidata"
"Mercedes Alfonso",1900,2000,100,"singer","Spain","http://www.wikidata.org/entity/Q20012988","wikidata"
"Joaquín Candela Ardid",1900,1947,47,"composer","Spain","http://www.wikidata.org/entity/Q21480727","wikidata"
"Q22919512",1900,1972,72,"scientist","Spain","http://www.wikidata.org/entity/Q22919512","wikidata"
"Eugenio Zabala",1900,2000,100,"teacher","Spain","http://www.wikidata.org/entity/Q25510130","wikidata"
"Jean Ortis",1900,2000,100,"sculptor","Spain","http://www.wikidata.org/entity/Q28336053","wikidata"
"Fernando Quiroga y Palacios",1900,1971,71,"Catholic priest","Spain","http://www.wikidata.org/entity/Q290415","wikidata"
"Fernando del Pino y del Pino",1900,2000,100,"highway engineer","Spain","http://www.wikidata.org/entity/Q5860536","wikidata"
"Benigno Rodríguez Santamaría",1900,1935,35,"military","Spain","http://www.wikidata.org/entity/Q65204240","wikidata"
"Carmen Lamas",1900,1990,90,"actor","Spain","http://www.wikidata.org/entity/Q8338684","wikidata"
"Julián Pérez Ávila",1901,1973,72,"actor","Spain","http://www.wikidata.org/entity/Q16585883","wikidata"
"Encarnación Fernández",1901,1996,95,"vedette","Spain","http://www.wikidata.org/entity/Q18223028","wikidata"
"Virgilio Lobregat",1901,1944,43,"association football player","Spain","http://www.wikidata.org/entity/Q28124188","wikidata"
"Jean Cristofol",1901,1957,56,"politician","Spain","http://www.wikidata.org/entity/Q543620","wikidata"
"José Comellas",1902,1970,68,"actor","Spain","http://www.wikidata.org/entity/Q16582788","wikidata"
"Montserrat Blanch",1903,1995,92,"actor","Spain","http://www.wikidata.org/entity/Q6022845","wikidata"
"Emilia Gastón Burillo",1904,1988,84,"Esperantist","Spain","http://www.wikidata.org/entity/Q12346980","wikidata"
"José María Galán",1904,1978,74,"politician","Spain","http://www.wikidata.org/entity/Q9014400","wikidata"
"Raphaël Médina",1906,1978,72,"actor","Spain","http://www.wikidata.org/entity/Q3419494","wikidata"
"José María Piñar",1911,2002,91,"politician","Spain","http://www.wikidata.org/entity/Q16583490","wikidata"
"Ibis Blasco",1911,1985,74,"vedette","Spain","http://www.wikidata.org/entity/Q16941837","wikidata"
"Juan Bautista Velasco Díaz",1911,1985,74,"Catholic priest","Spain","http://www.wikidata.org/entity/Q56271276","wikidata"
"Cándido Rivera Rivera",1912,1936,24,"Catholic priest","Spain","http://www.wikidata.org/entity/Q11818008","wikidata"
"Adolfo Esteban Ascensión",1912,2007,95,"military personnel","Spain","http://www.wikidata.org/entity/Q16488179","wikidata"
"Adelaida de Díaz Ungría",1913,2003,90,"anthropologist","Spain","http://www.wikidata.org/entity/Q5657496","wikidata"
"Juan Lucas Manzanares",1913,1937,24,"religious","Spain","http://www.wikidata.org/entity/Q69302457","wikidata"
"Manuel García Martínez",1913,1999,86,"sculptor","Spain","http://www.wikidata.org/entity/Q69670995","wikidata"
"Mariano Lavin Ortiz",1914,1973,59,"businessperson","Spain","http://www.wikidata.org/entity/Q10326287","wikidata"
"Mecha López",1914,1982,68,"actor","Spain","http://www.wikidata.org/entity/Q16605817","wikidata"
"Ignacio Coca García",1914,1986,72,"banker","Spain","http://www.wikidata.org/entity/Q33297235","wikidata"
"Conchita Montes",1914,1994,80,"screenwriter","Spain","http://www.wikidata.org/entity/Q5158639","wikidata"
"Nicolás Carreras",1915,1993,78,"television producer","Spain","http://www.wikidata.org/entity/Q16611694","wikidata"
"Juan Fernández-Rodríguez García del Busto",1916,2011,95,"politician","Spain","http://www.wikidata.org/entity/Q14928365","wikidata"
"Felisa Melendo",1916,1999,83,"activist","Spain","http://www.wikidata.org/entity/Q21081381","wikidata"
"Angelina Alós",1916,1997,81,"teacher","Spain","http://www.wikidata.org/entity/Q29438749","wikidata"
"Pierre Langlois",1917,2013,96,"military personnel","Spain","http://www.wikidata.org/entity/Q11985007","wikidata"
"Pedro Flores Cano",1917,1944,27,"resistance fighter","Spain","http://www.wikidata.org/entity/Q63863109","wikidata"
"Antoine Rodriguez",1918,1967,49,"association football player","Spain","http://www.wikidata.org/entity/Q586963","wikidata"
"Miguel Anxo Araújo Iglesias",1920,2007,87,"Catholic priest","Spain","http://www.wikidata.org/entity/Q1481913","wikidata"
"Enrique Grau",1920,2004,84,"painter","Spain","http://www.wikidata.org/entity/Q558553","wikidata"
"Valentí Blasco Brugueras",1920,1967,47,"painter","Spain","http://www.wikidata.org/entity/Q99193766","wikidata"
"Julián Martínez Soros",1921,2000,79,"painter","Spain","http://www.wikidata.org/entity/Q56241077","wikidata"
"Jesús Meneses del Barco",1922,2004,82,"painter","Spain","http://www.wikidata.org/entity/Q110591862","wikidata"
"José de Thomas",1922,1998,76,"screenwriter","Spain","http://www.wikidata.org/entity/Q16941880","wikidata"
"Ricardo Otero",1922,1992,70,"politician","Spain","http://www.wikidata.org/entity/Q20812641","wikidata"
"Ignacio Prieto Vega",1923,2008,85,"Catholic priest","Spain","http://www.wikidata.org/entity/Q1351699","wikidata"
"Marilú Elízaga",1923,1995,72,"actor","Spain","http://www.wikidata.org/entity/Q16013406","wikidata"
"Miguel Angel Lecumberri Erburu",1924,2007,83,"Catholic priest","Spain","http://www.wikidata.org/entity/Q1699129","wikidata"
"Núria Rialet i Jou",1924,1984,60,"enameler","Spain","http://www.wikidata.org/entity/Q96651896","wikidata"
"Víctor Andrés Catena",1925,2009,84,"screenwriter","Spain","http://www.wikidata.org/entity/Q60827643","wikidata"
